event_name,radius_name,radius_km,f_klein_hz,f_gw_hz,snr_original,snr_klein,resonance_factor,improvement_ratio,ligo_optimal_range,ligo_marginal_range,mass_1,mass_2,distance_mpc,gps_time
GW230824_033047,Klein_Fundamental_419km,419.3,113.79311135790466,49.39179926242964,11.1,13.924903891567249,1.2544958460871396,1.2544958460871396,True,True,53.0,36.0,4600.0,1376883065.7
GW230823_142524,Klein_Fundamental_419km,419.3,113.79311135790466,,8.8,8.8,1.0,1.0,True,True,,,,1376835942.6
GW230822_230337,Klein_Fundamental_419km,419.3,113.79311135790466,,8.3,8.3,1.0,1.0,True,True,,,,1376780635.5
GW230820_212515,Klein_Fundamental_419km,419.3,113.79311135790466,45.790313899544145,9.3,11.615974096275533,1.249029472717799,1.249029472717799,True,True,64.0,32.0,3900.0,1376601934.0
GW230819_171910,Klein_Fundamental_419km,419.3,113.79311135790466,41.470472965624886,9.9,12.310497447334104,1.2434845906398084,1.2434845906398084,True,True,73.0,33.0,3800.0,1376500768.4
GW230817_212349,Klein_Fundamental_419km,419.3,113.79311135790466,,7.8,7.8,1.0,1.0,True,True,,,,1376342647.1
GW230814_230901,Klein_Fundamental_419km,419.3,113.79311135790466,70.90113119929417,43.0,56.689565661608576,1.318361992130432,1.318361992130432,True,True,33.6,28.4,280.0,1376089759.8
GW230814_061920,Klein_Fundamental_419km,419.3,113.79311135790466,38.22495769005425,11.2,13.886999517282094,1.2399106711859014,1.2399106711859014,True,True,72.0,43.0,3600.0,1376029178.5
GW230811_032116,Klein_Fundamental_419km,419.3,113.79311135790466,75.6604153933948,13.6,18.321705911092025,1.3471842581685314,1.3471842581685312,True,True,36.4,21.7,2000.0,1375759294.3
GW230807_205045,Klein_Fundamental_419km,419.3,113.79311135790466,,8.7,8.7,1.0,1.0,True,True,,,,1375476663.4
GW230806_204041,Klein_Fundamental_419km,419.3,113.79311135790466,51.1147690041423,9.4,11.81990019402098,1.2574361908532956,1.2574361908532956,True,True,51.0,35.0,5500.0,1375389659.9
GW230805_034249,Klein_Fundamental_419km,419.3,113.79311135790466,79.92491153374978,9.5,13.134572171274598,1.3825865443446945,1.3825865443446945,True,True,32.3,22.7,3300.0,1375242188.0
GW230803_033412,Klein_Fundamental_419km,419.3,113.79311135790466,58.61160179141651,9.4,11.970174090514249,1.273422775586622,1.273422775586622,True,True,46.0,29.0,4800.0,1375068870.4
GW230731_215307,Klein_Fundamental_419km,419.3,113.79311135790466,242.86575327935017,12.2,14.809368778827471,1.213882686789137,1.213882686789137,True,True,10.3,7.8,1110.0,1374875605.9
GW230729_082317,Klein_Fundamental_419km,419.3,113.79311135790466,219.7935067178119,9.5,11.594821434418904,1.2205075194125161,1.2205075194125161,True,True,12.4,7.6,1620.0,1374654215.2
GW230728_083628,Klein_Fundamental_419km,419.3,113.79311135790466,,13.1,13.1,1.0,1.0,True,True,,,,1374568606.9
GW230726_002940,Klein_Fundamental_419km,419.3,113.79311135790466,69.44502581921388,10.5,13.767488071439086,1.3111893401370558,1.3111893401370558,True,True,35.3,28.0,2000.0,1374366598.1
GW230723_101834,Klein_Fundamental_419km,419.3,113.79311135790466,159.84982306749956,10.1,13.165939093009634,1.3035583260405579,1.3035583260405579,True,True,16.7,10.8,1580.0,1374142732.4
GW230723_084820,Klein_Fundamental_419km,419.3,113.79311135790466,,8.4,8.4,1.0,1.0,True,True,,,,1374137318.4
GW230721_222634,Klein_Fundamental_419km,419.3,113.79311135790466,,7.9,7.9,1.0,1.0,True,True,,,,1374013612.8
GW230717_102139,Klein_Fundamental_419km,419.3,113.79311135790466,,8.3,8.3,1.0,1.0,True,True,,,,1373624517.1
GW230712_090405,Klein_Fundamental_419km,419.3,113.79311135790466,101.28733028470594,9.5,19.145318747100546,2.01529671022111,2.01529671022111,True,True,32.0,11.4,1900.0,1373187863.9
GW230709_122727,Klein_Fundamental_419km,419.3,113.79311135790466,58.61160179141651,10.2,12.988912310983544,1.273422775586622,1.273422775586622,True,True,45.0,30.0,4500.0,1372940865.2
GW230709_063445,Klein_Fundamental_419km,419.3,113.79311135790466,,7.9,7.9,1.0,1.0,True,True,,,,1372919703.1
GW230708_230935,Klein_Fundamental_419km,419.3,113.79311135790466,42.26798206111768,10.0,12.44435635725779,1.244435635725779,1.244435635725779,True,True,65.0,39.0,3400.0,1372892993.5
GW230708_071859,Klein_Fundamental_419km,419.3,113.79311135790466,,9.1,9.1,1.0,1.0,True,True,,,,1372835957.4
GW230708_053705,Klein_Fundamental_419km,419.3,113.79311135790466,84.21207153939154,8.9,12.745061537828297,1.4320293862728424,1.4320293862728424,True,True,29.1,23.1,3200.0,1372829843.1
GW230707_124047,Klein_Fundamental_419km,419.3,113.79311135790466,53.15441516754823,11.9,15.008653391179518,1.2612313774100434,1.2612313774100434,True,True,45.9,36.8,4400.0,1372768865.3
GW230706_104333,Klein_Fundamental_419km,419.3,113.79311135790466,158.12482497684312,9.2,12.063650910737678,1.3112664033410522,1.3112664033410522,True,True,16.3,11.5,1900.0,1372675431.2
GW230704_212616,Klein_Fundamental_419km,419.3,113.79311135790466,31.399072388258844,8.7,10.73310715634053,1.2336904777402908,1.2336904777402908,True,True,92.0,48.0,7100.0,1372541194.7
GW230704_021211,Klein_Fundamental_419km,419.3,113.79311135790466,82.62913786383906,9.4,13.270537905518777,1.4117593516509337,1.4117593516509337,True,True,33.3,19.9,2600.0,1372471949.2
GW230702_185453,Klein_Fundamental_419km,419.3,113.79311135790466,74.38020531905649,10.1,13.518866651518671,1.338501648665215,1.338501648665215,True,True,41.0,18.1,2300.0,1372359311.7
GW230702_162025,Klein_Fundamental_419km,419.3,113.79311135790466,,9.2,9.2,1.0,1.0,True,True,,,,1372350043.9
GW230630_234532,Klein_Fundamental_419km,419.3,113.79311135790466,263.22575654827773,9.9,11.982739523243014,1.2103777296205065,1.2103777296205065,True,True,10.0,6.7,1070.0,1372203950.4
GW230630_125806,Klein_Fundamental_419km,419.3,113.79311135790466,51.1147690041423,9.0,11.316925717679661,1.2574361908532956,1.2574361908532956,True,True,53.0,33.0,5000.0,1372165104.9
GW230630_070659,Klein_Fundamental_419km,419.3,113.79311135790466,,9.8,9.8,1.0,1.0,True,True,,,,1372144037.0
GW230628_231200,Klein_Fundamental_419km,419.3,113.79311135790466,73.75621030799059,16.4,21.88642694036503,1.3345382280710385,1.3345382280710385,True,True,32.4,27.2,2250.0,1372029138.4
GW230627_015337,Klein_Fundamental_419km,419.3,113.79311135790466,310.0049460053765,28.7,34.61317200439054,1.2060338677487994,1.2060338677487994,True,True,8.4,5.78,305.0,1371866035.8
GW230625_211655,Klein_Fundamental_419km,419.3,113.79311135790466,,8.1,8.1,1.0,1.0,True,True,,,,1371763033.0
GW230624_214944,Klein_Fundamental_419km,419.3,113.79311135790466,,10.6,10.6,1.0,1.0,True,True,,,,1371678602.5
GW230624_113103,Klein_Fundamental_419km,419.3,113.79311135790466,99.45407543792395,11.4,21.609379154383262,1.8955595749459002,1.8955595749459002,True,True,28.0,16.2,1810.0,1371641481.7
GW230618_102550,Klein_Fundamental_419km,419.3,113.79311135790466,,7.8,7.8,1.0,1.0,True,True,,,,1371119168.0
GW230615_160825,Klein_Fundamental_419km,419.3,113.79311135790466,,8.9,8.9,1.0,1.0,True,True,,,,1370880524.0
GW230609_064958,Klein_Fundamental_419km,419.3,113.79311135790466,73.02109857734615,10.6,14.098826730451998,1.3300779934388678,1.3300779934388678,True,True,35.2,25.0,3300.0,1370328616.3
GW230609_010824,Klein_Fundamental_419km,419.3,113.79311135790466,,8.0,8.0,1.0,1.0,True,True,,,,1370308122.4
GW230608_205047,Klein_Fundamental_419km,419.3,113.79311135790466,55.50341078732624,10.2,12.914026939426497,1.266081072492794,1.266081072492794,True,True,49.0,30.2,3400.0,1370292665.2
GW230606_024545,Klein_Fundamental_419km,419.3,113.79311135790466,,7.5,7.5,1.0,1.0,True,True,,,,1370054763.5
GW230606_004305,Klein_Fundamental_419km,419.3,113.79311135790466,69.77571641835299,11.1,14.571649689137633,1.3127612332556426,1.3127612332556426,True,True,37.3,25.7,2700.0,1370047403.8
GW230605_065343,Klein_Fundamental_419km,419.3,113.79311135790466,154.24105734583293,11.4,15.184996241214206,1.332017214141597,1.332017214141597,True,True,17.5,11.0,1040.0,1369983241.5
GW230603_174756,Klein_Fundamental_419km,419.3,113.79311135790466,,8.0,8.0,1.0,1.0,True,True,,,,1369849694.9
GW230601_224134,Klein_Fundamental_419km,419.3,113.79311135790466,39.96245576687489,13.4,16.639679863661975,1.241767154004625,1.241767154004625,True,True,66.0,44.0,3400.0,1369694512.1
GW230531_141100,Klein_Fundamental_419km,419.3,113.79311135790466,,8.0,8.0,1.0,1.0,True,True,,,,1369577478.3
GW230529_181500,Klein_Fundamental_419km,419.3,113.79311135790466,,11.8,11.8,1.0,1.0,True,True,,,,1369419318.7
GW230518_125908,Klein_Fundamental_419km,419.3,113.79311135790466,,14.1,14.1,1.0,1.0,True,True,,,,1368449966.2
GW200322_091133,Klein_Fundamental_419km,419.3,113.79311135790466,89.16572280641458,4.5,6.825085514705936,1.5166856699346525,1.5166856699346525,True,True,38.0,11.3,3500.0,1268903511.3
GW200316_215756,Klein_Fundamental_419km,419.3,113.79311135790466,210.32871456249947,10.3,12.614081875190584,1.2246681432223867,1.2246681432223867,True,True,13.1,7.8,1120.0,1268431094.1
GW200311_115853,Klein_Fundamental_419km,419.3,113.79311135790466,71.01567260672435,17.8,23.477394564970098,1.3189547508410167,1.3189547508410167,True,True,34.2,27.7,1170.0,1267963151.3
GW200308_173609,Klein_Fundamental_419km,419.3,113.79311135790466,52.33178731376474,4.7,5.920388874588353,1.259657207359224,1.259657207359224,True,True,60.0,24.0,7100.0,1267724187.7
GW200306_093714,Klein_Fundamental_419km,419.3,113.79311135790466,101.99234650478512,7.8,16.12481296961589,2.067283714053319,2.067283714053319,True,True,28.3,14.8,2100.0,1267522652.1
GW200302_015811,Klein_Fundamental_419km,419.3,113.79311135790466,76.05311651135361,10.8,14.580071658610176,1.3500066350564977,1.3500066350564977,True,True,37.8,20.0,1480.0,1267149509.5
GW200225_060421,Klein_Fundamental_419km,419.3,113.79311135790466,132.00811214283002,12.5,21.31618101552371,1.7052944812418969,1.7052944812418969,True,True,19.3,14.0,1150.0,1266645879.3
GW200224_222234,Klein_Fundamental_419km,419.3,113.79311135790466,60.4658890557942,20.0,25.567828074199713,1.2783914037099857,1.2783914037099857,True,True,40.0,32.7,1710.0,1266618172.4
GW200220_124850,Klein_Fundamental_419km,419.3,113.79311135790466,65.80643913706943,8.5,11.014558737735959,1.2958304397336422,1.2958304397336422,True,True,38.9,27.9,4000.0,1266238148.1
GW200220_061928,Klein_Fundamental_419km,419.3,113.79311135790466,29.701825232136745,7.2,8.873052732538296,1.2323684350747632,1.2323684350747632,True,True,87.0,61.0,6000.0,1266214786.7
GW200219_094415,Klein_Fundamental_419km,419.3,113.79311135790466,67.21513966905563,10.7,13.92480075711767,1.3013832483287542,1.3013832483287542,True,True,37.5,27.9,3400.0,1266140673.1
GW200216_220804,Klein_Fundamental_419km,419.3,113.79311135790466,54.27000165871899,8.1,10.234077892733875,1.2634664065103551,1.2634664065103551,True,True,51.0,30.0,3800.0,1265926102.8
GW200210_092254,Klein_Fundamental_419km,419.3,113.79311135790466,163.23320216696018,8.4,10.840688817648052,1.290558192577149,1.290558192577149,True,True,24.1,2.83,940.0,1265361792.9
GW200209_085452,Klein_Fundamental_419km,419.3,113.79311135790466,70.10957152083314,9.6,12.618061923261973,1.3143814503397888,1.3143814503397888,True,True,35.6,27.1,3400.0,1265273710.1
GW200208_222617,Klein_Fundamental_419km,419.3,113.79311135790466,69.44502581921388,7.4,9.702801117014213,1.3111893401370558,1.3111893401370558,True,True,51.0,12.3,4100.0,1265235995.9
GW200208_130117,Klein_Fundamental_419km,419.3,113.79311135790466,67.52488685647064,10.8,14.068809520291166,1.302667548175108,1.302667548175108,True,True,37.7,27.4,2230.0,1265202095.9
GW200202_154313,Klein_Fundamental_419km,419.3,113.79311135790466,252.63621461817462,10.8,13.089709601597532,1.2120101482960677,1.2120101482960677,True,True,10.1,7.3,410.0,1264693411.5
GW200129_065458,Klein_Fundamental_419km,419.3,113.79311135790466,69.2263013284447,26.8,35.112482677984616,1.3101672641039035,1.3101672641039035,True,True,34.5,29.0,890.0,1264316116.4
GW200128_022011,Klein_Fundamental_419km,419.3,113.79311135790466,58.76831730422777,10.6,13.50253888241734,1.2738244228695605,1.2738244228695605,True,True,42.2,32.6,3400.0,1264213229.9
GW200115_042309,Klein_Fundamental_419km,419.3,113.79311135790466,598.8923888768717,11.3,13.571186203779675,1.2009899295380242,1.2009899295380242,True,True,5.9,1.44,290.0,1263097407.7
GW200112_155838,Klein_Fundamental_419km,419.3,113.79311135790466,68.79295984908042,19.8,25.902015780501426,1.3081826151768396,1.3081826151768396,True,True,35.6,28.3,1250.0,1262879936.0
GW191230_180458,Klein_Fundamental_419km,419.3,113.79311135790466,50.87812655504904,10.4,13.072993380736369,1.257018594301574,1.257018594301574,True,True,49.4,37.0,4300.0,1261764316.4
GW191222_033537,Klein_Fundamental_419km,419.3,113.79311135790466,55.08609190922604,12.5,15.814735435591523,1.2651788348473219,1.2651788348473219,True,True,45.1,34.7,3000.0,1261020955.1
GW191219_163120,Klein_Fundamental_419km,419.3,113.79311135790466,136.22157218333555,9.1,14.27326933136972,1.568491135315354,1.568491135315354,True,True,31.1,1.17,550.0,1260808298.4
GW191216_213338,Klein_Fundamental_419km,419.3,113.79311135790466,222.01364314930495,18.6,22.68611936118805,1.2196838366230134,1.2196838366230134,True,True,12.1,7.7,340.0,1260567236.4
GW191215_223052,Klein_Fundamental_419km,419.3,113.79311135790466,102.2295380082846,11.2,23.358098533795932,2.0855445119460656,2.0855445119460656,True,True,24.9,18.1,1930.0,1260484270.3
GW191204_171526,Klein_Fundamental_419km,419.3,113.79311135790466,218.70000668438996,17.4,21.24422152257961,1.2209322714126214,1.2209322714126214,True,True,11.7,8.4,640.0,1259514944.0
GW191204_110529,Klein_Fundamental_419km,419.3,113.79311135790466,94.5348415990589,8.9,14.8257534791093,1.6658149976527303,1.6658149976527303,True,True,27.3,19.2,1900.0,1259492747.5
GW191129_134029,Klein_Fundamental_419km,419.3,113.79311135790466,252.63621461817462,13.1,15.877332942678485,1.2120101482960677,1.2120101482960677,True,True,10.7,6.7,790.0,1259070047.1
GW191127_050227,Klein_Fundamental_419km,419.3,113.79311135790466,57.089222524106994,9.2,11.681090823321194,1.269683785143608,1.269683785143608,True,True,53.0,24.0,3400.0,1258866165.5
GW191126_115259,Klein_Fundamental_419km,419.3,113.79311135790466,215.48383011550186,8.3,10.144763207851495,1.2222606274519874,1.2222606274519874,True,True,12.1,8.3,1620.0,1258804397.6
GW191113_071753,Klein_Fundamental_419km,419.3,113.79311135790466,125.95616430820168,7.9,16.1171302928966,2.0401430750502025,2.0401430750502025,True,True,29.0,5.9,1370.0,1257664691.8
GW191109_010717,Klein_Fundamental_419km,419.3,113.79311135790466,39.248840485323555,17.3,21.4691170943741,1.240989427420468,1.240989427420468,True,True,65.0,47.0,1290.0,1257296855.2
GW191105_143521,Klein_Fundamental_419km,419.3,113.79311135790466,238.90598556283905,9.7,11.783249901337902,1.2147680310657631,1.2147680310657631,True,True,10.7,7.7,1150.0,1256999739.9
GW191103_012549,Klein_Fundamental_419km,419.3,113.79311135790466,223.14061595716942,8.9,10.851632185704185,1.2192845152476612,1.2192845152476612,True,True,11.8,7.9,990.0,1256779567.5
GW190930_133541,Klein_Fundamental_419km,419.3,113.79311135790466,208.3350774576416,9.7,11.889333353244478,1.2257044694066472,1.2257044694066472,True,True,14.2,6.9,770.0,1253885759.2
GW190929_012149,Klein_Fundamental_419km,419.3,113.79311135790466,47.21665020790804,9.7,12.135597491269356,1.2510925248731297,1.2510925248731297,True,True,66.3,26.8,3130.0,1253755327.4
GW190926_050336,Klein_Fundamental_419km,419.3,113.79311135790466,71.47756316026404,8.1,10.70325666878238,1.3213897121953557,1.3213897121953557,True,True,41.1,20.4,3280.0,1253509434.0
GW190925_232845,Klein_Fundamental_419km,419.3,113.79311135790466,121.0983508087118,9.7,24.004277985993504,2.474667833607578,2.474667833607578,True,True,20.8,15.5,930.0,1253489343.1
GW190924_021846,Klein_Fundamental_419km,419.3,113.79311135790466,316.24964995368623,12.0,14.46802244651989,1.205668537209991,1.205668537209991,True,True,8.8,5.1,550.0,1253326744.8
GW190917_114630,Klein_Fundamental_419km,419.3,113.79311135790466,372.53136731832535,8.3,9.988841778019491,1.2034749130143965,1.2034749130143965,True,True,9.7,2.1,720.0,1252756008.0
GW190916_200658,Klein_Fundamental_419km,419.3,113.79311135790466,65.51222256864737,8.1,10.487291317970032,1.294727323206177,1.294727323206177,True,True,43.8,23.3,4940.0,1252699636.9
GW190915_235702,Klein_Fundamental_419km,419.3,113.79311135790466,76.98546645107247,13.1,17.777105477651006,1.357030952492443,1.3570309524924433,True,True,32.6,24.5,1750.0,1252627040.6
GW190910_112807,Klein_Fundamental_419km,419.3,113.79311135790466,56.35730941482357,14.5,18.385793667066572,1.2679857701425221,1.2679857701425221,True,True,43.8,34.2,1520.0,1252150105.3
GW190828_065509,Klein_Fundamental_419km,419.3,113.79311135790466,128.91114763508028,10.2,18.880006933042697,1.850981071866931,1.8509810718669313,True,True,23.7,10.4,1540.0,1251010527.8
GW190828_063405,Klein_Fundamental_419km,419.3,113.79311135790466,76.1849243389296,16.5,22.291031537291254,1.350971608320682,1.350971608320682,True,True,31.9,25.8,2070.0,1251009263.7
GW190814,Klein_Fundamental_419km,419.3,113.79311135790466,169.72471561221,25.3,32.17007321683067,1.2715443959221608,1.2715443959221608,True,True,23.3,2.6,230.0,1249852257.0
GW190805_211137,Klein_Fundamental_419km,419.3,113.79311135790466,57.23789237443018,8.1,10.28729448660746,1.2700363563712913,1.2700363563712913,True,True,46.2,30.6,6130.0,1249074715.3
GW190803_022701,Klein_Fundamental_419km,419.3,113.79311135790466,67.31807250162692,9.3,12.106808858936098,1.3018074041866772,1.3018074041866772,True,True,37.7,27.6,3190.0,1248834439.8
GW190731_140936,Klein_Fundamental_419km,419.3,113.79311135790466,62.08856121972088,8.8,11.291791541120473,1.283158129672781,1.283158129672781,True,True,41.8,29.0,3330.0,1248617394.6
GW190728_064510,Klein_Fundamental_419km,419.3,113.79311135790466,214.43268948079213,13.1,16.017660324081024,1.2227221621435898,1.2227221621435898,True,True,12.5,8.0,880.0,1248331528.5
GW190727_060333,Klein_Fundamental_419km,419.3,113.79311135790466,63.61606562020605,11.7,15.070147741004757,1.288046815470492,1.288046815470492,True,True,38.9,30.2,3070.0,1248242631.9
GW190725_174728,Klein_Fundamental_419km,419.3,113.79311135790466,242.86575327935017,9.1,11.046332449781147,1.213882686789137,1.213882686789137,True,True,11.8,6.3,1030.0,1248112066.4
GW190720_000836,Klein_Fundamental_419km,419.3,113.79311135790466,202.5746605694119,10.9,13.397109212933024,1.2290925883424793,1.2290925883424793,True,True,14.2,7.5,770.0,1247616534.7
GW190719_215514,Klein_Fundamental_419km,419.3,113.79311135790466,77.80301122754405,7.9,10.772364264898542,1.3635904132782963,1.3635904132782963,True,True,36.6,19.9,3730.0,1247608532.9
GW190708_232457,Klein_Fundamental_419km,419.3,113.79311135790466,139.99586415147257,13.4,19.90719200993427,1.4856113440249454,1.4856113440249454,True,True,19.8,11.6,930.0,1246663515.3
GW190707_093326,Klein_Fundamental_419km,419.3,113.79311135790466,219.7935067178119,13.1,15.98864850430396,1.2205075194125161,1.2205075194125161,True,True,12.1,7.9,850.0,1246527224.1
GW190706_222641,Klein_Fundamental_419km,419.3,113.79311135790466,38.764286899084986,13.4,16.622345766853613,1.240473564690568,1.240473564690568,True,True,74.0,39.4,3630.0,1246487219.3
GW190701_203306,Klein_Fundamental_419km,419.3,113.79311135790466,46.46797182194756,11.2,13.999931636487503,1.2499938961149557,1.2499938961149557,True,True,54.1,40.5,2090.0,1246048404.5
GW190630_185205,Klein_Fundamental_419km,419.3,113.79311135790466,74.38020531905649,16.4,21.951427038109525,1.338501648665215,1.338501648665215,True,True,35.1,24.0,870.0,1245955943.1
GW190620_030421,Klein_Fundamental_419km,419.3,113.79311135790466,47.26742079952945,12.1,15.139136693339225,1.2511683217635723,1.2511683217635723,True,True,58.0,35.0,2910.0,1245035079.3
GW190602_175927,Klein_Fundamental_419km,419.3,113.79311135790466,37.70042996874991,13.2,16.3597411801324,1.2393743318282122,1.2393743318282122,True,True,71.8,44.8,2840.0,1243533585.0
GW190527_092055,Klein_Fundamental_419km,419.3,113.79311135790466,76.05311651135361,8.0,10.800053080451981,1.3500066350564977,1.3500066350564977,True,True,35.6,22.2,2520.0,1242984073.7
GW190521_074359,Klein_Fundamental_419km,419.3,113.79311135790466,57.23789237443019,25.9,32.89394163001644,1.2700363563712913,1.2700363563712913,True,True,43.4,33.4,1080.0,1242459857.4
GW190521,Klein_Fundamental_419km,419.3,113.79311135790466,28.25109340845911,14.3,17.607572582394678,1.2312987819856418,1.2312987819856418,True,True,98.4,57.2,3310.0,1242442967.4
GW190519_153544,Klein_Fundamental_419km,419.3,113.79311135790466,41.50963299675391,15.9,19.772136218148205,1.2435305797577487,1.2435305797577487,True,True,65.1,40.8,2600.0,1242315362.3
GW190517_055101,Klein_Fundamental_419km,419.3,113.79311135790466,69.55490718918098,10.8,14.166447059824689,1.3117080610948786,1.3117080610948786,True,True,39.2,24.0,1790.0,1242107479.8
GW190514_065416,Klein_Fundamental_419km,419.3,113.79311135790466,63.43246947123,8.0,10.29949713244005,1.2874371415550063,1.2874371415550063,True,True,40.9,28.4,3890.0,1241852074.8
GW190513_205428,Klein_Fundamental_419km,419.3,113.79311135790466,80.95525109311673,12.5,17.412206476350605,1.3929765181080485,1.3929765181080485,True,True,36.0,18.3,2210.0,1241816086.7
GW190512_180714,Klein_Fundamental_419km,419.3,113.79311135790466,123.13361720885821,12.7,28.897826203263907,2.2754193860837724,2.2754193860837724,True,True,23.2,12.5,1460.0,1241719652.4
GW190503_185404,Klein_Fundamental_419km,419.3,113.79311135790466,63.159053654543655,12.2,15.695796237379538,1.2865406751950441,1.2865406751950441,True,True,41.3,28.3,1520.0,1240944862.2
GW190426_190642,Klein_Fundamental_419km,419.3,113.79311135790466,24.21967016174236,8.7,10.688720804898663,1.2285885982642142,1.2285885982642142,True,True,105.5,76.0,4580.0,1240340820.6
GW190425,Klein_Fundamental_419km,419.3,113.79311135790466,1292.9029806930112,12.4,14.88207862974878,1.2001676314313532,1.2001676314313532,True,True,2.1,1.3,150.0,1240215503.0
GW190421_213856,Klein_Fundamental_419km,419.3,113.79311135790466,59.40365046427349,10.7,13.647705095998479,1.2754864575699514,1.2754864575699514,True,True,42.0,32.0,2590.0,1239917954.2
GW190413_134308,Klein_Fundamental_419km,419.3,113.79311135790466,53.80502000436033,10.6,13.382715978158547,1.2625203752979761,1.2625203752979761,True,True,51.3,30.4,3800.0,1239198206.7
GW190413_052954,Klein_Fundamental_419km,419.3,113.79311135790466,75.92176397851878,9.0,12.141485048658556,1.3490538942953951,1.3490538942953951,True,True,33.7,24.2,3320.0,1239168612.5
GW190412,Klein_Fundamental_419km,419.3,113.79311135790466,119.77847777537433,19.8,51.67655073142755,2.6099268046175528,2.6099268046175528,True,True,27.7,9.0,720.0,1239082262.1
GW190408_181802,Klein_Fundamental_419km,419.3,113.79311135790466,101.52125021607941,14.6,29.669653478782266,2.032168046491936,2.032168046491936,True,True,24.8,18.5,1540.0,1238782700.2
GW190403_051519,Klein_Fundamental_419km,419.3,113.79311135790466,41.8654298510118,7.6,9.454033370465108,1.2439517592717249,1.2439517592717249,True,True,85.0,20.0,8280.0,1238303737.2
GW170823,Klein_Fundamental_419km,419.3,113.79311135790466,64.17328663293779,12.2,15.7372198938002,1.289936056868869,1.289936056868869,True,True,39.5,29.0,1940.0,1187529256.5
GW170818,Klein_Fundamental_419km,419.3,113.79311135790466,70.78695868528565,12.0,15.813305260273136,1.3177754383560947,1.3177754383560947,True,True,35.4,26.7,1060.0,1187058327.1
GW170817,Klein_Fundamental_419km,419.3,113.79311135790466,1610.2088404235303,33.0,39.60343469950343,1.2001040818031343,1.2001040818031343,True,True,1.46,1.27,40.0,1187008882.4
GW170814,Klein_Fundamental_419km,419.3,113.79311135790466,78.7790346658824,17.7,24.283591985089714,1.371954349440097,1.371954349440097,True,True,30.6,25.2,600.0,1186741861.5
GW170809,Klein_Fundamental_419km,419.3,113.79311135790466,74.75969616252107,12.8,17.164746820124318,1.3409958453222124,1.3409958453222122,True,True,35.0,23.8,1030.0,1186302519.8
GW170729,Klein_Fundamental_419km,419.3,113.79311135790466,52.20748378095295,10.8,13.601785359518914,1.2594245703258253,1.2594245703258253,True,True,50.2,34.0,2840.0,1185389807.3
GW170608,Klein_Fundamental_419km,419.3,113.79311135790466,236.3371039976472,15.4,18.71698035214297,1.2153883345547383,1.2153883345547383,True,True,11.0,7.6,320.0,1180922494.5
GW170104,Klein_Fundamental_419km,419.3,113.79311135790466,86.53287666055589,13.8,20.246071790279974,1.4671066514695632,1.4671066514695632,True,True,30.8,20.0,990.0,1167559936.6
GW151226,Klein_Fundamental_419km,419.3,113.79311135790466,205.4144922596373,13.1,16.078206966755406,1.2273440432637714,1.2273440432637714,True,True,13.7,7.7,450.0,1135136350.6
GW151012,Klein_Fundamental_419km,419.3,113.79311135790466,119.45299278141952,10.0,26.430126287009514,2.6430126287009514,2.6430126287009514,True,True,23.2,13.6,1080.0,1128678900.4
GW150914,Klein_Fundamental_419km,419.3,113.79311135790466,66.40287212018487,26.0,33.75126183609072,1.2981254552342585,1.2981254552342585,True,True,35.6,30.6,440.0,1126259462.4
GW240109_050431,Klein_Base_8187km,8187.1,5.827881861998684,93.3305761009817,10.4,12.480830357683283,1.200079842084931,1.200079842084931,False,False,29.1,18.0,1450.0,1388811889.8
GW240107_013215,Klein_Base_8187km,8187.1,5.827881861998684,47.78119711256781,9.6,11.523333871439984,1.2003472782749984,1.2003472782749984,False,False,60.0,32.0,5700.0,1388626353.7
GW240105_151143,Klein_Base_8187km,8187.1,5.827881861998684,,25.9,25.9,1.0,1.0,False,False,,,,1388502721.2
GW240104_164932,Klein_Base_8187km,8187.1,5.827881861998684,58.92587311469488,14.8,17.76320883363778,1.2002168130836337,1.2002168130836337,False,False,42.3,32.3,1890.0,1388422190.6
GW231231_154016,Klein_Base_8187km,8187.1,5.827881861998684,110.72720741451481,13.4,16.080744457631205,1.2000555565396422,1.2000555565396422,False,False,22.5,17.2,1060.0,1388072434.7
GW231231_120147,Klein_Base_8187km,8187.1,5.827881861998684,,11.3,11.3,1.0,1.0,False,False,,,,1388059325.6
GW231230_170116,Klein_Base_8187km,8187.1,5.827881861998684,49.95306970859362,8.2,9.842574298774423,1.2003139388749298,1.2003139388749298,False,False,53.0,35.0,5600.0,1387990895.0
GW231226_101520,Klein_Base_8187km,8187.1,5.827881861998684,58.37808943368179,34.7,41.64768106033244,1.2002213562055457,1.2002213562055457,False,False,40.0,35.3,1160.0,1387620938.3
GW231224_024321,Klein_Base_8187km,8187.1,5.827881861998684,264.492787867403,14.0,16.800127921868516,1.2000091372763224,1.2000091372763226,False,False,9.3,7.32,950.0,1387421020.0
GW231223_202619,Klein_Base_8187km,8187.1,5.827881861998684,226.5912440389814,10.0,12.000125440263695,1.2000125440263694,1.2000125440263694,False,False,11.1,8.3,890.0,1387398397.0
GW231223_075055,Klein_Base_8187km,8187.1,5.827881861998684,233.82287948703393,9.4,11.280110552447912,1.200011760898714,1.200011760898714,False,False,12.0,6.8,960.0,1387353073.3
