ell,c_ell_tt_standard,c_ell_tt_klein,c_ell_eb_klein,klein_enhancement,parity_violation,klein_multipole,klein_window
694,1684.7785139162913,1684.7785139162913,0.0,0.0,0.0,1.4810502488509167e+23,0.0
695,1681.6400342515399,1681.6400342515399,0.0,0.0,0.0,1.4810502488509167e+23,0.0
696,1678.509571450848,1678.509571450848,0.0,0.0,0.0,1.4810502488509167e+23,0.0
697,1675.387092940837,1675.387092940837,0.0,0.0,0.0,1.4810502488509167e+23,0.0
698,1672.2725663340802,1672.2725663340802,0.0,0.0,0.0,1.4810502488509167e+23,0.0
699,1669.1659594277762,1669.1659594277762,0.0,0.0,0.0,1.4810502488509167e+23,0.0
700,1666.0672402024356,1666.0672402024356,0.0,0.0,0.0,1.4810502488509167e+23,0.0
701,1662.976376820578,1662.976376820578,0.0,0.0,0.0,1.4810502488509167e+23,0.0
702,1659.8933376254445,1659.8933376254445,0.0,0.0,0.0,1.4810502488509167e+23,0.0
703,1656.8180911397137,1656.8180911397137,0.0,0.0,0.0,1.4810502488509167e+23,0.0
704,1653.7506060642347,1653.7506060642347,0.0,0.0,0.0,1.4810502488509167e+23,0.0
705,1650.6908512767682,1650.6908512767682,0.0,0.0,0.0,1.4810502488509167e+23,0.0
706,1647.6387958307373,1647.6387958307373,0.0,0.0,0.0,1.4810502488509167e+23,0.0
707,1644.5944089539923,1644.5944089539923,0.0,0.0,0.0,1.4810502488509167e+23,0.0
708,1641.5576600475824,1641.5576600475824,0.0,0.0,0.0,1.4810502488509167e+23,0.0
709,1638.5285186845392,1638.5285186845392,0.0,0.0,0.0,1.4810502488509167e+23,0.0
710,1635.5069546086709,1635.5069546086709,0.0,0.0,0.0,1.4810502488509167e+23,0.0
711,1632.4929377333647,1632.4929377333647,0.0,0.0,0.0,1.4810502488509167e+23,0.0
712,1629.4864381404016,1629.4864381404016,0.0,0.0,0.0,1.4810502488509167e+23,0.0
713,1626.4874260787806,1626.4874260787806,0.0,0.0,0.0,1.4810502488509167e+23,0.0
714,1623.4958719635497,1623.4958719635497,0.0,0.0,0.0,1.4810502488509167e+23,0.0
715,1620.5117463746524,1620.5117463746524,0.0,0.0,0.0,1.4810502488509167e+23,0.0
716,1617.5350200557782,1617.5350200557782,0.0,0.0,0.0,1.4810502488509167e+23,0.0
717,1614.5656639132242,1614.5656639132242,0.0,0.0,0.0,1.4810502488509167e+23,0.0
718,1611.6036490147703,1611.6036490147703,0.0,0.0,0.0,1.4810502488509167e+23,0.0
719,1608.6489465885566,1608.6489465885566,0.0,0.0,0.0,1.4810502488509167e+23,0.0
720,1605.701528021976,1605.701528021976,0.0,0.0,0.0,1.4810502488509167e+23,0.0
721,1602.7613648605734,1602.7613648605734,0.0,0.0,0.0,1.4810502488509167e+23,0.0
722,1599.8284288069535,1599.8284288069535,0.0,0.0,0.0,1.4810502488509167e+23,0.0
723,1596.9026917197,1596.9026917197,0.0,0.0,0.0,1.4810502488509167e+23,0.0
724,1593.9841256122997,1593.9841256122997,0.0,0.0,0.0,1.4810502488509167e+23,0.0
725,1591.0727026520815,1591.0727026520815,0.0,0.0,0.0,1.4810502488509167e+23,0.0
726,1588.1683951591563,1588.1683951591563,0.0,0.0,0.0,1.4810502488509167e+23,0.0
727,1585.2711756053734,1585.2711756053734,0.0,0.0,0.0,1.4810502488509167e+23,0.0
728,1582.3810166132798,1582.3810166132798,0.0,0.0,0.0,1.4810502488509167e+23,0.0
729,1579.497890955091,1579.497890955091,0.0,0.0,0.0,1.4810502488509167e+23,0.0
730,1576.6217715516675,1576.6217715516675,0.0,0.0,0.0,1.4810502488509167e+23,0.0
731,1573.7526314715044,1573.7526314715044,0.0,0.0,0.0,1.4810502488509167e+23,0.0
732,1570.890443929724,1570.890443929724,0.0,0.0,0.0,1.4810502488509167e+23,0.0
733,1568.0351822870791,1568.0351822870791,0.0,0.0,0.0,1.4810502488509167e+23,0.0
734,1565.1868200489644,1565.1868200489644,0.0,0.0,0.0,1.4810502488509167e+23,0.0
735,1562.3453308644364,1562.3453308644364,0.0,0.0,0.0,1.4810502488509167e+23,0.0
736,1559.5106885252387,1559.5106885252387,0.0,0.0,0.0,1.4810502488509167e+23,0.0
737,1556.6828669648385,1556.6828669648385,0.0,0.0,0.0,1.4810502488509167e+23,0.0
738,1553.8618402574687,1553.8618402574687,0.0,0.0,0.0,1.4810502488509167e+23,0.0
739,1551.0475826171783,1551.0475826171783,0.0,0.0,0.0,1.4810502488509167e+23,0.0
740,1548.2400683968901,1548.2400683968901,0.0,0.0,0.0,1.4810502488509167e+23,0.0
741,1545.439272087469,1545.439272087469,0.0,0.0,0.0,1.4810502488509167e+23,0.0
742,1542.64516831679,1542.64516831679,0.0,0.0,0.0,1.4810502488509167e+23,0.0
743,1539.857731848824,1539.857731848824,0.0,0.0,0.0,1.4810502488509167e+23,0.0
744,1537.0769375827233,1537.0769375827233,0.0,0.0,0.0,1.4810502488509167e+23,0.0
745,1534.3027605519176,1534.3027605519176,0.0,0.0,0.0,1.4810502488509167e+23,0.0
746,1531.5351759232146,1531.5351759232146,0.0,0.0,0.0,1.4810502488509167e+23,0.0
747,1528.7741589959128,1528.7741589959128,0.0,0.0,0.0,1.4810502488509167e+23,0.0
748,1526.0196852009167,1526.0196852009167,0.0,0.0,0.0,1.4810502488509167e+23,0.0
749,1523.2717300998595,1523.2717300998595,0.0,0.0,0.0,1.4810502488509167e+23,0.0
750,1520.5302693842361,1520.5302693842361,0.0,0.0,0.0,1.4810502488509167e+23,0.0
751,1517.795278874539,1517.795278874539,0.0,0.0,0.0,1.4810502488509167e+23,0.0
752,1515.066734519403,1515.066734519403,0.0,0.0,0.0,1.4810502488509167e+23,0.0
753,1512.3446123947583,1512.3446123947583,0.0,0.0,0.0,1.4810502488509167e+23,0.0
754,1509.628888702986,1509.628888702986,0.0,0.0,0.0,1.4810502488509167e+23,0.0
755,1506.9195397720837,1506.9195397720837,0.0,0.0,0.0,1.4810502488509167e+23,0.0
756,1504.2165420548372,1504.2165420548372,0.0,0.0,0.0,1.4810502488509167e+23,0.0
757,1501.5198721279974,1501.5198721279974,0.0,0.0,0.0,1.4810502488509167e+23,0.0
758,1498.8295066914654,1498.8295066914654,0.0,0.0,0.0,1.4810502488509167e+23,0.0
759,1496.145422567482,1496.145422567482,0.0,0.0,0.0,1.4810502488509167e+23,0.0
760,1493.4675966998266,1493.4675966998266,0.0,0.0,0.0,1.4810502488509167e+23,0.0
761,1490.796006153017,1490.796006153017,0.0,0.0,0.0,1.4810502488509167e+23,0.0
762,1488.130628111523,1488.130628111523,0.0,0.0,0.0,1.4810502488509167e+23,0.0
763,1485.4714398789793,1485.4714398789793,0.0,0.0,0.0,1.4810502488509167e+23,0.0
764,1482.8184188774076,1482.8184188774076,0.0,0.0,0.0,1.4810502488509167e+23,0.0
765,1480.1715426464448,1480.1715426464448,0.0,0.0,0.0,1.4810502488509167e+23,0.0
766,1477.5307888425777,1477.5307888425777,0.0,0.0,0.0,1.4810502488509167e+23,0.0
767,1474.8961352383822,1474.8961352383822,0.0,0.0,0.0,1.4810502488509167e+23,0.0
768,1472.2675597217676,1472.2675597217676,0.0,0.0,0.0,1.4810502488509167e+23,0.0
769,1469.6450402952296,1469.6450402952296,0.0,0.0,0.0,1.4810502488509167e+23,0.0
770,1467.0285550751087,1467.0285550751087,0.0,0.0,0.0,1.4810502488509167e+23,0.0
771,1464.4180822908506,1464.4180822908506,0.0,0.0,0.0,1.4810502488509167e+23,0.0
772,1461.8136002842768,1461.8136002842768,0.0,0.0,0.0,1.4810502488509167e+23,0.0
773,1459.2150875088585,1459.2150875088585,0.0,0.0,0.0,1.4810502488509167e+23,0.0
774,1456.6225225289968,1456.6225225289968,0.0,0.0,0.0,1.4810502488509167e+23,0.0
775,1454.0358840193078,1454.0358840193078,0.0,0.0,0.0,1.4810502488509167e+23,0.0
776,1451.4551507639146,1451.4551507639146,0.0,0.0,0.0,1.4810502488509167e+23,0.0
777,1448.8803016557422,1448.8803016557422,0.0,0.0,0.0,1.4810502488509167e+23,0.0
778,1446.3113156958211,1446.3113156958211,0.0,0.0,0.0,1.4810502488509167e+23,0.0
779,1443.7481719925925,1443.7481719925925,0.0,0.0,0.0,1.4810502488509167e+23,0.0
780,1441.1908497612235,1441.1908497612235,0.0,0.0,0.0,1.4810502488509167e+23,0.0
781,1438.639328322922,1438.639328322922,0.0,0.0,0.0,1.4810502488509167e+23,0.0
782,1436.0935871042614,1436.0935871042614,0.0,0.0,0.0,1.4810502488509167e+23,0.0
783,1433.5536056365079,1433.5536056365079,0.0,0.0,0.0,1.4810502488509167e+23,0.0
784,1431.0193635549551,1431.0193635549551,0.0,0.0,0.0,1.4810502488509167e+23,0.0
785,1428.4908405982599,1428.4908405982599,0.0,0.0,0.0,1.4810502488509167e+23,0.0
786,1425.9680166077874,1425.9680166077874,0.0,0.0,0.0,1.4810502488509167e+23,0.0
787,1423.450871526959,1423.450871526959,0.0,0.0,0.0,1.4810502488509167e+23,0.0
788,1420.9393854006055,1420.9393854006055,0.0,0.0,0.0,1.4810502488509167e+23,0.0
789,1418.4335383743253,1418.4335383743253,0.0,0.0,0.0,1.4810502488509167e+23,0.0
790,1415.9333106938468,1415.9333106938468,0.0,0.0,0.0,1.4810502488509167e+23,0.0
791,1413.4386827043966,1413.4386827043966,0.0,0.0,0.0,1.4810502488509167e+23,0.0
792,1410.949634850071,1410.949634850071,0.0,0.0,0.0,1.4810502488509167e+23,0.0
793,1408.4661476732163,1408.4661476732163,0.0,0.0,0.0,1.4810502488509167e+23,0.0
794,1405.9882018138055,1405.9882018138055,0.0,0.0,0.0,1.4810502488509167e+23,0.0
795,1403.5157780088298,1403.5157780088298,0.0,0.0,0.0,1.4810502488509167e+23,0.0
796,1401.048857091687,1401.048857091687,0.0,0.0,0.0,1.4810502488509167e+23,0.0
797,1398.587419991578,1398.587419991578,0.0,0.0,0.0,1.4810502488509167e+23,0.0
798,1396.131447732906,1396.131447732906,0.0,0.0,0.0,1.4810502488509167e+23,0.0
799,1393.6809214346831,1393.6809214346831,0.0,0.0,0.0,1.4810502488509167e+23,0.0
800,1391.2358223099377,1391.2358223099377,0.0,0.0,0.0,1.4810502488509167e+23,0.0
801,1388.7961316651276,1388.7961316651276,0.0,0.0,0.0,1.4810502488509167e+23,0.0
802,1386.3618308995608,1386.3618308995608,0.0,0.0,0.0,1.4810502488509167e+23,0.0
803,1383.9329015048138,1383.9329015048138,0.0,0.0,0.0,1.4810502488509167e+23,0.0
804,1381.5093250641603,1381.5093250641603,0.0,0.0,0.0,1.4810502488509167e+23,0.0
805,1379.0910832520017,1379.0910832520017,0.0,0.0,0.0,1.4810502488509167e+23,0.0
806,1376.6781578333023,1376.6781578333023,0.0,0.0,0.0,1.4810502488509167e+23,0.0
807,1374.270530663027,1374.270530663027,0.0,0.0,0.0,1.4810502488509167e+23,0.0
808,1371.8681836855856,1371.8681836855856,0.0,0.0,0.0,1.4810502488509167e+23,0.0
809,1369.4710989342802,1369.4710989342802,0.0,0.0,0.0,1.4810502488509167e+23,0.0
810,1367.079258530756,1367.079258530756,0.0,0.0,0.0,1.4810502488509167e+23,0.0
811,1364.6926446844575,1364.6926446844575,0.0,0.0,0.0,1.4810502488509167e+23,0.0
812,1362.3112396920872,1362.3112396920872,0.0,0.0,0.0,1.4810502488509167e+23,0.0
813,1359.935025937069,1359.935025937069,0.0,0.0,0.0,1.4810502488509167e+23,0.0
814,1357.5639858890163,1357.5639858890163,0.0,0.0,0.0,1.4810502488509167e+23,0.0
815,1355.1981021032027,1355.1981021032027,0.0,0.0,0.0,1.4810502488509167e+23,0.0
816,1352.8373572200364,1352.8373572200364,0.0,0.0,0.0,1.4810502488509167e+23,0.0
817,1350.4817339645406,1350.4817339645406,0.0,0.0,0.0,1.4810502488509167e+23,0.0
818,1348.1312151458353,1348.1312151458353,0.0,0.0,0.0,1.4810502488509167e+23,0.0
819,1345.7857836566234,1345.7857836566234,0.0,0.0,0.0,1.4810502488509167e+23,0.0
820,1343.4454224726821,1343.4454224726821,0.0,0.0,0.0,1.4810502488509167e+23,0.0
821,1341.1101146523554,1341.1101146523554,0.0,0.0,0.0,1.4810502488509167e+23,0.0
822,1338.7798433360533,1338.7798433360533,0.0,0.0,0.0,1.4810502488509167e+23,0.0
823,1336.4545917457515,1336.4545917457515,0.0,0.0,0.0,1.4810502488509167e+23,0.0
824,1334.1343431844962,1334.1343431844962,0.0,0.0,0.0,1.4810502488509167e+23,0.0
825,1331.8190810359151,1331.8190810359151,0.0,0.0,0.0,1.4810502488509167e+23,0.0
826,1329.508788763726,1329.508788763726,0.0,0.0,0.0,1.4810502488509167e+23,0.0
827,1327.2034499112533,1327.2034499112533,0.0,0.0,0.0,1.4810502488509167e+23,0.0
828,1324.903048100949,1324.903048100949,0.0,0.0,0.0,1.4810502488509167e+23,0.0
829,1322.6075670339128,1322.6075670339128,0.0,0.0,0.0,1.4810502488509167e+23,0.0
830,1320.3169904894182,1320.3169904894182,0.0,0.0,0.0,1.4810502488509167e+23,0.0
831,1318.0313023244423,1318.0313023244423,0.0,0.0,0.0,1.4810502488509167e+23,0.0
832,1315.750486473199,1315.750486473199,0.0,0.0,0.0,1.4810502488509167e+23,0.0
833,1313.4745269466748,1313.4745269466748,0.0,0.0,0.0,1.4810502488509167e+23,0.0
834,1311.2034078321653,1311.2034078321653,0.0,0.0,0.0,1.4810502488509167e+23,0.0
835,1308.9371132928227,1308.9371132928227,0.0,0.0,0.0,1.4810502488509167e+23,0.0
836,1306.6756275671985,1306.6756275671985,0.0,0.0,0.0,1.4810502488509167e+23,0.0
837,1304.4189349687924,1304.4189349687924,0.0,0.0,0.0,1.4810502488509167e+23,0.0
838,1302.1670198856054,1302.1670198856054,0.0,0.0,0.0,1.4810502488509167e+23,0.0
839,1299.9198667796968,1299.9198667796968,0.0,0.0,0.0,1.4810502488509167e+23,0.0
840,1297.6774601867387,1297.6774601867387,0.0,0.0,0.0,1.4810502488509167e+23,0.0
841,1295.4397847155833,1295.4397847155833,0.0,0.0,0.0,1.4810502488509167e+23,0.0
842,1293.2068250478226,1293.2068250478226,0.0,0.0,0.0,1.4810502488509167e+23,0.0
843,1290.978565937359,1290.978565937359,0.0,0.0,0.0,1.4810502488509167e+23,0.0
844,1288.7549922099772,1288.7549922099772,0.0,0.0,0.0,1.4810502488509167e+23,0.0
845,1286.5360887629151,1286.5360887629151,0.0,0.0,0.0,1.4810502488509167e+23,0.0
846,1284.321840564444,1284.321840564444,0.0,0.0,0.0,1.4810502488509167e+23,0.0
847,1282.1122326534462,1282.1122326534462,0.0,0.0,0.0,1.4810502488509167e+23,0.0
848,1279.9072501389992,1279.9072501389992,0.0,0.0,0.0,1.4810502488509167e+23,0.0
849,1277.7068781999624,1277.7068781999624,0.0,0.0,0.0,1.4810502488509167e+23,0.0
850,1275.511102084563,1275.511102084563,0.0,0.0,0.0,1.4810502488509167e+23,0.0
851,1273.3199071099918,1273.3199071099918,0.0,0.0,0.0,1.4810502488509167e+23,0.0
852,1271.1332786619935,1271.1332786619935,0.0,0.0,0.0,1.4810502488509167e+23,0.0
853,1268.9512021944668,1268.9512021944668,0.0,0.0,0.0,1.4810502488509167e+23,0.0
854,1266.7736632290644,1266.7736632290644,0.0,0.0,0.0,1.4810502488509167e+23,0.0
855,1264.6006473547943,1264.6006473547943,0.0,0.0,0.0,1.4810502488509167e+23,0.0
856,1262.4321402276275,1262.4321402276275,0.0,0.0,0.0,1.4810502488509167e+23,0.0
857,1260.2681275701052,1260.2681275701052,0.0,0.0,0.0,1.4810502488509167e+23,0.0
858,1258.1085951709508,1258.1085951709508,0.0,0.0,0.0,1.4810502488509167e+23,0.0
859,1255.9535288846826,1255.9535288846826,0.0,0.0,0.0,1.4810502488509167e+23,0.0
860,1253.8029146312324,1253.8029146312324,0.0,0.0,0.0,1.4810502488509167e+23,0.0
861,1251.6567383955623,1251.6567383955623,0.0,0.0,0.0,1.4810502488509167e+23,0.0
862,1249.5149862272888,1249.5149862272888,0.0,0.0,0.0,1.4810502488509167e+23,0.0
863,1247.3776442403052,1247.3776442403052,0.0,0.0,0.0,1.4810502488509167e+23,0.0
864,1245.244698612411,1245.244698612411,0.0,0.0,0.0,1.4810502488509167e+23,0.0
865,1243.1161355849395,1243.1161355849395,0.0,0.0,0.0,1.4810502488509167e+23,0.0
866,1240.991941462391,1240.991941462391,0.0,0.0,0.0,1.4810502488509167e+23,0.0
867,1238.8721026120672,1238.8721026120672,0.0,0.0,0.0,1.4810502488509167e+23,0.0
868,1236.7566054637089,1236.7566054637089,0.0,0.0,0.0,1.4810502488509167e+23,0.0
869,1234.645436509135,1234.645436509135,0.0,0.0,0.0,1.4810502488509167e+23,0.0
870,1232.5385823018853,1232.5385823018853,0.0,0.0,0.0,1.4810502488509167e+23,0.0
871,1230.4360294568653,1230.4360294568653,0.0,0.0,0.0,1.4810502488509167e+23,0.0
872,1228.3377646499919,1228.3377646499919,0.0,0.0,0.0,1.4810502488509167e+23,0.0
873,1226.2437746178448,1226.2437746178448,0.0,0.0,0.0,1.4810502488509167e+23,0.0
874,1224.154046157317,1224.154046157317,0.0,0.0,0.0,1.4810502488509167e+23,0.0
875,1222.0685661252699,1222.0685661252699,0.0,0.0,0.0,1.4810502488509167e+23,0.0
876,1219.9873214381898,1219.9873214381898,0.0,0.0,0.0,1.4810502488509167e+23,0.0
877,1217.9102990718457,1217.9102990718457,0.0,0.0,0.0,1.4810502488509167e+23,0.0
878,1215.837486060952,1215.837486060952,0.0,0.0,0.0,1.4810502488509167e+23,0.0
879,1213.7688694988317,1213.7688694988317,0.0,0.0,0.0,1.4810502488509167e+23,0.0
880,1211.7044365370818,1211.7044365370818,0.0,0.0,0.0,1.4810502488509167e+23,0.0
881,1209.6441743852413,1209.6441743852413,0.0,0.0,0.0,1.4810502488509167e+23,0.0
882,1207.5880703104638,1207.5880703104638,0.0,0.0,0.0,1.4810502488509167e+23,0.0
883,1205.5361116371846,1205.5361116371846,0.0,0.0,0.0,1.4810502488509167e+23,0.0
884,1203.4882857468028,1203.4882857468028,0.0,0.0,0.0,1.4810502488509167e+23,0.0
885,1201.4445800773528,1201.4445800773528,0.0,0.0,0.0,1.4810502488509167e+23,0.0
886,1199.4049821231847,1199.4049821231847,0.0,0.0,0.0,1.4810502488509167e+23,0.0
887,1197.3694794346472,1197.3694794346472,0.0,0.0,0.0,1.4810502488509167e+23,0.0
888,1195.3380596177708,1195.3380596177708,0.0,0.0,0.0,1.4810502488509167e+23,0.0
889,1193.3107103339496,1193.3107103339496,0.0,0.0,0.0,1.4810502488509167e+23,0.0
890,1191.2874192996346,1191.2874192996346,0.0,0.0,0.0,1.4810502488509167e+23,0.0
891,1189.2681742860202,1189.2681742860202,0.0,0.0,0.0,1.4810502488509167e+23,0.0
892,1187.2529631187363,1187.2529631187363,0.0,0.0,0.0,1.4810502488509167e+23,0.0
893,1185.2417736775421,1185.2417736775421,0.0,0.0,0.0,1.4810502488509167e+23,0.0
894,1183.2345938960248,1183.2345938960248,0.0,0.0,0.0,1.4810502488509167e+23,0.0
895,1181.2314117612918,1181.2314117612918,0.0,0.0,0.0,1.4810502488509167e+23,0.0
896,1179.232215313678,1179.232215313678,0.0,0.0,0.0,1.4810502488509167e+23,0.0
897,1177.2369926464403,1177.2369926464403,0.0,0.0,0.0,1.4810502488509167e+23,0.0
898,1175.2457319054686,1175.2457319054686,0.0,0.0,0.0,1.4810502488509167e+23,0.0
899,1173.258421288986,1173.258421288986,0.0,0.0,0.0,1.4810502488509167e+23,0.0
900,1171.2750490472608,1171.2750490472608,0.0,0.0,0.0,1.4810502488509167e+23,0.0
901,1169.295603482313,1169.295603482313,0.0,0.0,0.0,1.4810502488509167e+23,0.0
902,1167.3200729476293,1167.3200729476293,0.0,0.0,0.0,1.4810502488509167e+23,0.0
903,1165.3484458478738,1165.3484458478738,0.0,0.0,0.0,1.4810502488509167e+23,0.0
904,1163.380710638605,1163.380710638605,0.0,0.0,0.0,1.4810502488509167e+23,0.0
905,1161.4168558259935,1161.4168558259935,0.0,0.0,0.0,1.4810502488509167e+23,0.0
906,1159.456869966541,1159.456869966541,0.0,0.0,0.0,1.4810502488509167e+23,0.0
907,1157.5007416667997,1157.5007416667997,0.0,0.0,0.0,1.4810502488509167e+23,0.0
908,1155.5484595830994,1155.5484595830994,0.0,0.0,0.0,1.4810502488509167e+23,0.0
909,1153.6000124212667,1153.6000124212667,0.0,0.0,0.0,1.4810502488509167e+23,0.0
910,1151.6553889363563,1151.6553889363563,0.0,0.0,0.0,1.4810502488509167e+23,0.0
911,1149.7145779323778,1149.7145779323778,0.0,0.0,0.0,1.4810502488509167e+23,0.0
912,1147.7775682620236,1147.7775682620236,0.0,0.0,0.0,1.4810502488509167e+23,0.0
913,1145.8443488264054,1145.8443488264054,0.0,0.0,0.0,1.4810502488509167e+23,0.0
914,1143.914908574783,1143.914908574783,0.0,0.0,0.0,1.4810502488509167e+23,0.0
915,1141.9892365043036,1141.9892365043036,0.0,0.0,0.0,1.4810502488509167e+23,0.0
916,1140.0673216597363,1140.0673216597363,0.0,0.0,0.0,1.4810502488509167e+23,0.0
917,1138.1491531332126,1138.1491531332126,0.0,0.0,0.0,1.4810502488509167e+23,0.0
918,1136.2347200639654,1136.2347200639654,0.0,0.0,0.0,1.4810502488509167e+23,0.0
919,1134.3240116380728,1134.3240116380728,0.0,0.0,0.0,1.4810502488509167e+23,0.0
920,1132.4170170882012,1132.4170170882012,0.0,0.0,0.0,1.4810502488509167e+23,0.0
921,1130.51372569335,1130.51372569335,0.0,0.0,0.0,1.4810502488509167e+23,0.0
922,1128.6141267786008,1128.6141267786008,0.0,0.0,0.0,1.4810502488509167e+23,0.0
923,1126.7182097148643,1126.7182097148643,0.0,0.0,0.0,1.4810502488509167e+23,0.0
924,1124.8259639186315,1124.8259639186315,0.0,0.0,0.0,1.4810502488509167e+23,0.0
925,1122.9373788517275,1122.9373788517275,0.0,0.0,0.0,1.4810502488509167e+23,0.0
926,1121.0524440210606,1121.0524440210606,0.0,0.0,0.0,1.4810502488509167e+23,0.0
927,1119.1711489783827,1119.1711489783827,0.0,0.0,0.0,1.4810502488509167e+23,0.0
928,1117.2934833200427,1117.2934833200427,0.0,0.0,0.0,1.4810502488509167e+23,0.0
929,1115.4194366867464,1115.4194366867464,0.0,0.0,0.0,1.4810502488509167e+23,0.0
930,1113.548998763316,1113.548998763316,0.0,0.0,0.0,1.4810502488509167e+23,0.0
931,1111.6821592784515,1111.6821592784515,0.0,0.0,0.0,1.4810502488509167e+23,0.0
932,1109.8189080044942,1109.8189080044942,0.0,0.0,0.0,1.4810502488509167e+23,0.0
933,1107.9592347571906,1107.9592347571906,0.0,0.0,0.0,1.4810502488509167e+23,0.0
934,1106.1031293954582,1106.1031293954582,0.0,0.0,0.0,1.4810502488509167e+23,0.0
935,1104.2505818211541,1104.2505818211541,0.0,0.0,0.0,1.4810502488509167e+23,0.0
936,1102.4015819788426,1102.4015819788426,0.0,0.0,0.0,1.4810502488509167e+23,0.0
937,1100.556119855568,1100.556119855568,0.0,0.0,0.0,1.4810502488509167e+23,0.0
938,1098.7141854806232,1098.7141854806232,0.0,0.0,0.0,1.4810502488509167e+23,0.0
939,1096.8757689253255,1096.8757689253255,0.0,0.0,0.0,1.4810502488509167e+23,0.0
940,1095.0408603027915,1095.0408603027915,0.0,0.0,0.0,1.4810502488509167e+23,0.0
941,1093.2094497677115,1093.2094497677115,0.0,0.0,0.0,1.4810502488509167e+23,0.0
942,1091.3815275161285,1091.3815275161285,0.0,0.0,0.0,1.4810502488509167e+23,0.0
943,1089.5570837852185,1089.5570837852185,0.0,0.0,0.0,1.4810502488509167e+23,0.0
944,1087.7361088530672,1087.7361088530672,0.0,0.0,0.0,1.4810502488509167e+23,0.0
945,1085.918593038456,1085.918593038456,0.0,0.0,0.0,1.4810502488509167e+23,0.0
946,1084.1045267006432,1084.1045267006432,0.0,0.0,0.0,1.4810502488509167e+23,0.0
947,1082.293900239148,1082.293900239148,0.0,0.0,0.0,1.4810502488509167e+23,0.0
948,1080.4867040935376,1080.4867040935376,0.0,0.0,0.0,1.4810502488509167e+23,0.0
949,1078.6829287432154,1078.6829287432154,0.0,0.0,0.0,1.4810502488509167e+23,0.0
950,1076.8825647072065,1076.8825647072065,0.0,0.0,0.0,1.4810502488509167e+23,0.0
951,1075.0856025439516,1075.0856025439516,0.0,0.0,0.0,1.4810502488509167e+23,0.0
952,1073.2920328510947,1073.2920328510947,0.0,0.0,0.0,1.4810502488509167e+23,0.0
953,1071.5018462652786,1071.5018462652786,0.0,0.0,0.0,1.4810502488509167e+23,0.0
954,1069.715033461937,1069.715033461937,0.0,0.0,0.0,1.4810502488509167e+23,0.0
955,1067.9315851550898,1067.9315851550898,0.0,0.0,0.0,1.4810502488509167e+23,0.0
956,1066.1514920971408,1066.1514920971408,0.0,0.0,0.0,1.4810502488509167e+23,0.0
957,1064.374745078674,1064.374745078674,0.0,0.0,0.0,1.4810502488509167e+23,0.0
958,1062.6013349282537,1062.6013349282537,0.0,0.0,0.0,1.4810502488509167e+23,0.0
959,1060.8312525122237,1060.8312525122237,0.0,0.0,0.0,1.4810502488509167e+23,0.0
960,1059.0644887345106,1059.0644887345106,0.0,0.0,0.0,1.4810502488509167e+23,0.0
961,1057.3010345364235,1057.3010345364235,0.0,0.0,0.0,1.4810502488509167e+23,0.0
962,1055.5408808964607,1055.5408808964607,0.0,0.0,0.0,1.4810502488509167e+23,0.0
963,1053.7840188301145,1053.7840188301145,0.0,0.0,0.0,1.4810502488509167e+23,0.0
964,1052.0304393896758,1052.0304393896758,0.0,0.0,0.0,1.4810502488509167e+23,0.0
965,1050.280133664044,1050.280133664044,0.0,0.0,0.0,1.4810502488509167e+23,0.0
966,1048.5330927785335,1048.5330927785335,0.0,0.0,0.0,1.4810502488509167e+23,0.0
967,1046.7893078946854,1046.7893078946854,0.0,0.0,0.0,1.4810502488509167e+23,0.0
968,1045.0487702100786,1045.0487702100786,0.0,0.0,0.0,1.4810502488509167e+23,0.0
969,1043.3114709581405,1043.3114709581405,0.0,0.0,0.0,1.4810502488509167e+23,0.0
970,1041.5774014079614,1041.5774014079614,0.0,0.0,0.0,1.4810502488509167e+23,0.0
971,1039.8465528641095,1039.8465528641095,0.0,0.0,0.0,1.4810502488509167e+23,0.0
972,1038.118916666447,1038.118916666447,0.0,0.0,0.0,1.4810502488509167e+23,0.0
973,1036.3944841899445,1036.3944841899445,0.0,0.0,0.0,1.4810502488509167e+23,0.0
974,1034.6732468445023,1034.6732468445023,0.0,0.0,0.0,1.4810502488509167e+23,0.0
975,1032.9551960747667,1032.9551960747667,0.0,0.0,0.0,1.4810502488509167e+23,0.0
976,1031.2403233599518,1031.2403233599518,0.0,0.0,0.0,1.4810502488509167e+23,0.0
977,1029.528620213661,1029.528620213661,0.0,0.0,0.0,1.4810502488509167e+23,0.0
978,1027.8200781837077,1027.8200781837077,0.0,0.0,0.0,1.4810502488509167e+23,0.0
979,1026.1146888519402,1026.1146888519402,0.0,0.0,0.0,1.4810502488509167e+23,0.0
980,1024.4124438340668,1024.4124438340668,0.0,0.0,0.0,1.4810502488509167e+23,0.0
981,1022.7133347794796,1022.7133347794796,0.0,0.0,0.0,1.4810502488509167e+23,0.0
982,1021.0173533710822,1021.0173533710822,0.0,0.0,0.0,1.4810502488509167e+23,0.0
983,1019.3244913251183,1019.3244913251183,0.0,0.0,0.0,1.4810502488509167e+23,0.0
984,1017.634740390998,1017.634740390998,0.0,0.0,0.0,1.4810502488509167e+23,0.0
985,1015.9480923511308,1015.9480923511308,0.0,0.0,0.0,1.4810502488509167e+23,0.0
