name,ra,dec,theta_arcmin,snr,redshift,mass_m500_1e14,distance_mpc,radius_mpc,radius_m,mass_kg,curvature_4d,curvature_ratio,phi5_amplitude,grav_modification
PSZ2 G151.62+54.78,163.7127673,55.3609577,2.428887,4.61584,5.36529,0.682899,22994.1,16.246126981001506,5.013554786337065e+23,1.358286111e+44,8.003443986937324e-55,8.992633693188004e-05,2.6977901006842868e-05,8.992633668947622e-11
PSZ2 G151.86-75.04,20.2488992,-13.8593408,2.428712,5.24833,1.671549,0.228695,7163.7814285714285,5.061094688186098,1.5618538207742298e+23,4.548743549999999e+43,8.865296089275532e-54,0.000996100684188262,0.0002988301064217571,9.961003547391903e-10
PSZ2 G151.90+11.63,78.8513516,58.7099266,2.428835,5.54678,3.862952,0.493891,16555.508571428574,11.696789013899487,3.609629089689382e+23,9.823491989999999e+43,1.550961819870349e-54,0.00017426537301914034,5.22796113765257e-05,1.7426537125508565e-10
PSZ2 G152.33+81.28,187.6698694,34.6289677,2.428671,6.09016,5.358087,0.532108,22963.23,16.22287343596167,5.006378742337772e+23,1.058362812e+44,6.263057682971983e-55,7.037143464013464e-05,2.111143035719148e-05,7.03714345239716e-11
PSZ2 G152.40+75.00,183.3146954,39.8576654,2.428658,4.69543,,,1000.0,0.706467975081674,2.180160171102046e+22,6.8847942735904015e+44,4.933427027901659e-50,5.54317643584456,0.29999080815440493,9.99969360514683e-07
PSZ2 G152.47+42.11,142.4646549,61.6578671,2.42747,4.81073,,,1000.0,0.7061223998897792,2.1790937260598588e+22,7.139937109324227e+44,5.123769696242769e-50,5.757044602519964,0.29999400703823903,9.999800234607967e-07
PSZ2 G152.70+25.46,106.096311,63.3172952,3.110135,6.24728,2.945928,0.239015,12625.405714285713,11.422224735952335,3.524898553514891e+23,4.75400835e+43,8.0601480286906e-55,9.056346099652358e-05,2.7169038224679275e-05,9.056346074893092e-11
PSZ2 G153.00-58.26,28.14512,0.9903359,2.428759,5.64442,5.04463,0.567708,21619.842857142856,15.274361789563102,4.713668048259174e+23,1.129171212e+44,8.005818834388128e-55,8.995302061110256e-05,2.698590611054487e-05,8.995302036848289e-11
PSZ2 G153.29+36.56,130.6775589,62.6758305,2.14124,8.38265,6.31553,1.43413,27066.557142857142,16.85871551363231,5.2025996075069305e+23,2.8524845699999998e+44,1.5041288371295928e-54,0.00016900324012692053,5.07009715553675e-05,1.6900323851789166e-10
PSZ2 G153.56+36.82,131.1331774,62.4116576,1.562508,15.89673,,,1000.0,0.4545151531458593,1.4026337626081217e+22,4.288837670777471e+45,1.154063454518169e-48,129.67005106945717,0.3,1e-06
PSZ2 G153.57+36.26,129.9421844,62.5147788,5.413188,6.8669,3.373701,0.368214,14458.718571428572,22.767169045544165,7.025948367454929e+23,7.323776459999999e+43,1.5679895488429827e-55,1.7617860099359357e-05,5.285358029260968e-06,1.7617860097536558e-11
PSZ2 G153.68+36.96,131.3865663,62.2867048,2.428912,5.06744,,,1000.0,0.7065418606866751,2.1803881820790796e+22,7.718996334789778e+44,5.529454919262754e-50,6.212870695800847,0.2999975916556284,9.99991972185428e-07
PSZ2 G153.80+33.79,124.5597121,62.6820159,2.428279,4.5162,,,1000.0,0.7063577284505896,2.1798199499985198e+22,6.494379476370861e+44,4.655847404371826e-50,5.23128921839531,0.2999828486324426,9.999428287748087e-07
PSZ2 G154.13+40.19,137.8075765,61.1323961,2.335678,6.40044,5.468107,0.447913,23434.744285714285,15.922061836820726,4.913548282842876e+23,8.90898957e+43,5.576551429479344e-55,6.2657881230105e-05,1.879736434443195e-05,6.26578811481065e-11
PSZ2 G155.10-49.97,33.0806075,7.7805326,3.267388,5.03054,6.570337,0.765044,28158.587142857144,26.763178285676418,8.259116818959743e+23,1.521672516e+44,2.0055953549840335e-55,2.253477926948352e-05,6.760433779700704e-06,2.253477926566901e-11
PSZ2 G155.27-68.42,24.3337522,-8.4815283,2.428344,7.98366,8.934781,0.648214,38291.91857142857,27.04851663352321,8.347172233105262e+23,1.2892976459999999e+44,1.6461068074121164e-55,1.8495582105754117e-05,5.548674631093526e-06,1.8495582103645084e-11
PSZ2 G155.46-60.15,28.3866404,-1.2659784,6.994147,4.77424,4.261919,0.534003,18265.367142857143,37.16116145952879,1.1467934426410586e+24,1.0621319669999999e+44,5.22932726941365e-56,5.875648617318707e-06,1.7626945851753272e-06,5.87564861725109e-12
PSZ2 G155.80+70.40,178.4833022,42.8599617,2.403199,4.81041,4.419779,0.527941,18941.91,13.241574265138839,4.0863498182218456e+23,1.050074649e+44,1.1427112213109379e-54,0.00012839451924842,3.851835556286567e-05,1.2839451854288556e-10
PSZ2 G155.95-72.13,22.6949779,-11.8314252,2.346285,5.13684,6.468981,0.717602,27724.204285714288,18.92195353227095,5.8393148600588156e+23,1.427310378e+44,5.3229904720204566e-55,5.980888170809502e-05,1.7942664491034254e-05,5.980888163678084e-11
PSZ2 G156.24+22.32,101.2348846,59.4509539,2.779324,4.78846,,,1000.0,0.808472579661648,2.494946380835846e+22,7.090415860667749e+44,3.39008824608345e-50,3.8090879169476963,0.29970528234876925,9.990176078292308e-07
PSZ2 G156.26+59.64,167.1023604,50.2811122,2.066304,6.39086,6.767759,0.594874,29004.681428571428,17.433654440143215,5.380025760228196e+23,1.183204386e+44,5.6419554269578555e-55,6.339275760626804e-05,1.901782725640513e-05,6.339275752135043e-11
PSZ2 G156.88+13.48,86.4220679,55.5110309,1.951785,8.27798,,,1000.0,0.5677512423506254,1.7520803338940299e+22,1.611626764154333e+45,2.224976208889617e-49,24.999732684153,0.3,1e-06
PSZ2 G157.07-33.63,42.9257861,21.1472335,3.785288,4.74787,,,1000.0,1.1010956456038519,3.397981162333487e+22,7.00045294295612e+44,1.324909411751325e-50,1.4886622603947472,0.27092348847314546,9.030782949104848e-07
PSZ2 G157.32-26.77,47.2494391,26.7586021,2.380717,10.41171,10.755582,0.628589,46095.35142857143,31.922068169645144,9.851150237152491e+23,1.2502635209999998e+44,9.710993824705709e-56,1.0911229016523267e-05,3.2733687048270767e-06,1.0911229016090255e-11
PSZ2 G157.43+30.34,117.2381631,59.6949221,1.302562,8.75539,8.122155,0.527328,34809.235714285714,13.1892168660575,4.070192324865344e+23,1.048855392e+44,1.1550313377540857e-54,0.00012977880199484108,3.893364037987189e-05,1.2977880126623962e-10
PSZ2 G157.63+78.02,184.3871544,36.7167322,3.750879,6.30027,5.557393,0.546823,23817.398571428574,25.986841408857853,8.019539258773534e+23,1.0876309469999997e+44,1.5658719636810423e-55,1.759406700765216e-05,5.2782201017510214e-06,1.7594067005836738e-11
PSZ2 G157.82+21.28,100.1216591,57.7474951,2.319771,6.33392,7.009147,0.519503,30039.20142857143,20.270273811135784,6.255406498116503e+23,1.0332914670000001e+44,3.134578695328458e-55,3.521998534076919e-05,1.0565995597861904e-05,3.5219985326206345e-11
PSZ2 G158.35-47.49,36.2106231,8.8498959,2.428323,5.014,5.659596,0.726312,24255.411428571428,17.133307766300145,5.287338776680225e+23,1.444634568e+44,7.2572073907485e-55,8.154165607582584e-05,2.4462496768530365e-05,8.154165589510122e-11
PSZ2 G158.45-42.92,38.7207487,12.7027873,4.767162,4.8072,,,1000.0,1.3867112145992986,4.2793908082534355e+22,7.132079875419149e+44,6.757612665218328e-51,0.7592823219346435,0.19219621191196876,6.406540397065625e-07
PSZ2 G159.40-40.67,40.5699971,14.2141296,3.665359,5.05442,,,1000.0,1.0662097136267805,3.290323176252245e+22,7.689266308691637e+44,1.6028474038394934e-50,1.8009521391454981,0.2840713577968637,9.469045259895457e-07
PSZ2 G159.86+42.57,139.8791204,56.3460071,2.42886,5.08733,4.612375,0.572142,19767.321428571428,13.966141058736975,4.30995113072623e+23,1.137990438e+44,1.0554666630236901e-54,0.00011859175989030226,3.557752780030316e-05,1.1859175933434386e-10
PSZ2 G159.91-73.50,22.9808773,-13.6139947,2.360511,17.06872,8.464249,0.283711,36275.35285714286,24.908282999743943,7.686696133720981e+23,5.64301179e+43,9.226027899766792e-56,1.0366323482884036e-05,3.1098970447538135e-06,1.0366323482512711e-11
PSZ2 G160.83+81.66,186.7250132,33.5703267,5.415638,4.91372,5.700541,0.626935,24430.89,38.48708618744771,1.1877114797446364e+24,1.246973715e+44,5.526464466101597e-56,6.20951063606921e-06,1.8628531907968202e-06,6.2095106359894004e-12
