name,ra,dec,theta_arcmin,snr,redshift,mass_m500_1e14,mass_error_low,mass_error_high,distance_mpc,radius_mpc,radius_m,mass_kg,curvature_4d,curvature_ratio,phi5_amplitude,grav_modification
PSZ2 G247.14+25.88,142.6244426,-14.5534691,2.428605,4.98685,,,,,1000.0,0.7064525580066148,2.1801125940084133e+22,7.535591884292923e+44,5.4001216549117335e-50,5.400121654911734e-44,1.62003649647352e-44,5.4001216549117335e-50
PSZ2 G247.19-23.31,94.148595,-39.8179027,2.428885,7.65469,,,,,1000.0,0.7065340067050412,2.1803639446917574e+22,1.433076329985192e+45,1.0266095332486501e-49,1.0266095332486502e-43,3.0798285997459506e-44,1.0266095332486501e-49
PSZ2 G247.56-56.06,50.5855472,-41.3327744,2.428912,4.73248,,,,,1000.0,0.7065418606866751,2.1803881820790796e+22,6.96644307617207e+44,4.990368082400793e-50,4.990368082400793e-44,1.4971104247202378e-44,4.990368082400793e-50
PSZ2 G247.97+33.52,148.9871899,-10.0295887,2.42853,4.72809,,,,,1000.0,0.7064307413909647,2.1800452679325173e+22,6.956751880972733e+44,4.985777855873431e-50,4.985777855873431e-44,1.4957333567620293e-44,4.985777855873432e-50
PSZ2 G248.95-20.71,98.0224107,-40.6086621,2.427554,5.53129,,,,,1000.0,0.7061468344993072,2.179169131264862e+22,8.8027335201865e+44,6.316371789648109e-50,6.316371789648109e-44,1.8949115368944327e-44,6.316371789648109e-50
PSZ2 G249.06+31.00,147.6966586,-12.4119527,4.857662,5.13973,,,,,1000.0,1.4130365974835464,4.360630939834224e+22,7.884758024146e+44,7.060952978524483e-51,7.060952978524484e-45,2.118285893557345e-45,7.060952978524483e-51
PSZ2 G249.14+28.98,146.2597353,-13.8507243,2.428854,5.10233,,,,,1000.0,0.7065249891705725,2.1803361165803866e+22,7.798852875854055e+44,5.5870598855074605e-50,5.587059885507461e-44,1.6761179656522383e-44,5.5870598855074605e-50
PSZ2 G249.38+33.26,149.6017812,-11.0690075,2.428912,9.42253,,,,,1000.0,0.7065418606866751,2.1803881820790796e+22,1.9571729518212833e+45,1.4020086468393088e-49,1.4020086468393088e-43,4.2060259405179264e-44,1.4020086468393088e-49
PSZ2 G249.52+18.21,137.9844925,-21.1876528,2.42873,4.88633,,,,,1000.0,0.706488919032698,2.180224804134906e+22,7.308901392481334e+44,5.236863079820322e-50,5.236863079820322e-44,1.5710589239460965e-44,5.236863079820322e-50
PSZ2 G249.80-68.11,35.2524049,-38.4780929,2.428197,4.66045,,,,,1000.0,0.7063338756174791,2.1797463401555405e+22,6.808002261557722e+44,4.88117934884237e-50,4.88117934884237e-44,1.464353804652711e-44,4.88117934884237e-50
PSZ2 G249.80+04.56,126.1708499,-29.7562967,2.428854,4.63973,,,,,1000.0,0.7065249891705725,2.1803361165803866e+22,6.762650985494594e+44,4.844729941979663e-50,4.844729941979663e-44,1.4534189825938988e-44,4.844729941979663e-50
PSZ2 G249.87-21.65,97.1954428,-41.7118981,2.428172,6.36683,,,,,1000.0,0.7063266034122625,2.179723898130242e+22,1.0870832218286095e+45,7.794374718261542e-50,7.794374718261543e-44,2.3383124154784625e-44,7.794374718261541e-50
PSZ2 G249.91-39.86,72.4483384,-44.7003881,2.42885,7.82027,,,,,1000.0,0.706523825617738,2.1803325258563393e+22,1.479825590674357e+45,1.0601450207131672e-49,1.0601450207131671e-43,3.1804350621395013e-44,1.0601450207131672e-49
PSZ2 G250.04+24.14,143.0720262,-17.6575018,2.428791,6.62287,,,,,1000.0,0.7065066632134266,2.1802795626766346e+22,1.1533131861402655e+45,8.26292196298628e-50,8.26292196298628e-44,2.478876588895884e-44,8.26292196298628e-50
PSZ2 G250.29-17.29,102.8218309,-40.6178182,2.428911,5.70981,,,,,1000.0,0.7065415697984664,2.1803872843980675e+22,9.232310393691844e+44,6.6135161827985475e-50,6.613516182798548e-44,1.9840548548395644e-44,6.6135161827985475e-50
PSZ2 G250.43-41.42,70.2458107,-45.0703155,2.428854,4.99339,,,,,1000.0,0.7065249891705725,2.1803361165803866e+22,7.550420561319949e+44,5.409084195891022e-50,5.409084195891022e-44,1.6227252587673064e-44,5.409084195891022e-50
PSZ2 G250.43-09.02,112.6018754,-37.35368,2.428672,6.44407,,,,,1000.0,0.7064720475165954,2.1801727386362134e+22,1.1069252289417516e+45,7.931740859244678e-50,7.931740859244678e-44,2.3795222577734033e-44,7.931740859244678e-50
PSZ2 G250.47-33.97,80.7592651,-44.7920821,2.42853,4.60823,,,,,1000.0,0.7064307413909647,2.1800452679325173e+22,6.693898644827054e+44,4.79739571050697e-50,4.797395710506971e-44,1.439218713152091e-44,4.79739571050697e-50
PSZ2 G250.59-25.03,93.0197899,-43.3325437,3.839903,4.77738,,,,,1000.0,1.1169825051201303,3.4470080108007222e+22,7.065820371442028e+44,1.2810281100029808e-50,1.281028110002981e-44,3.8430843300089425e-45,1.2810281100029808e-50
PSZ2 G250.73+22.85,142.5033215,-18.9999842,2.428635,4.83717,,,,,1000.0,0.7064612846528746,2.180139524438771e+22,7.198880061619108e+44,5.158637583996512e-50,5.158637583996511e-44,1.5475912751989533e-44,5.158637583996512e-50
PSZ2 G250.89-36.24,77.598099,-45.3291605,2.428887,12.38804,,,,,1000.0,0.7065345884814586,2.1803657400537812e+22,2.9504061888986543e+45,2.1135703485429995e-49,2.1135703485429997e-43,6.340711045628998e-44,2.1135703485429995e-49
PSZ2 G251.21-16.74,103.9362566,-41.2524688,2.428796,4.71468,,,,,1000.0,0.70650811765447,2.1802840510816944e+22,6.927176345236051e+44,4.962950632364422e-50,4.962950632364422e-44,1.4888851897093265e-44,4.962950632364422e-50
PSZ2 G251.55-42.78,68.2533354,-45.8395209,2.42829,4.78426,,,,,1000.0,0.7063609282208851,2.1798298244896516e+22,7.081089308193339e+44,5.076393112289331e-50,5.076393112289332e-44,1.5229179336867994e-44,5.076393112289331e-50
PSZ2 G252.23-50.62,57.078286,-45.2489864,2.428484,5.52927,,,,,1000.0,0.7064173605333662,2.1800039746059683e+22,8.797911887751534e+44,6.305662137638836e-50,6.305662137638836e-44,1.8916986412916507e-44,6.305662137638836e-50
PSZ2 G252.95-41.35,70.2271627,-46.9607259,2.428437,4.61009,,,,,1000.0,0.706403688787559,2.179961783598407e+22,6.697951797907162e+44,4.8008520532503595e-50,4.80085205325036e-44,1.4402556159751079e-44,4.8008520532503595e-50
PSZ2 G252.95+18.94,140.879179,-23.1606997,2.428863,5.71463,,,,,1000.0,0.7065276071644505,2.180344195709494e+22,9.244003197659294e+44,6.62228486027914e-50,6.622284860279141e-44,1.9866854580837421e-44,6.62228486027914e-50
PSZ2 G252.99-56.09,49.4558836,-44.2539087,2.428628,9.90421,,,,,1000.0,0.7064592484354141,2.180133240671688e+22,2.1091509947900308e+45,1.5114072716844708e-49,1.5114072716844708e-43,4.534221815053412e-44,1.5114072716844708e-49
PSZ2 G253.04+36.83,154.3223193,-10.6811828,2.428736,5.73857,,,,,1000.0,0.70649066436195,2.1802301902209776e+22,9.30215211892158e+44,6.664987437441285e-50,6.664987437441285e-44,1.9994962312323857e-44,6.664987437441285e-50
PSZ2 G253.13+57.49,168.5234809,4.354339,2.428643,6.04677,,,,,1000.0,0.7064636117585441,2.1801467058868674e+22,1.0061508223337352e+45,7.209893916096134e-50,7.209893916096134e-44,2.16296817482884e-44,7.209893916096134e-50
PSZ2 G253.21+34.25,152.605334,-12.6602118,2.42885,5.0772,,,,,1000.0,0.706523825617738,2.1803325258563393e+22,7.741307502153126e+44,5.545862062351031e-50,5.545862062351032e-44,1.6637586187053095e-44,5.545862062351031e-50
PSZ2 G253.43+30.57,150.0920479,-15.4101096,2.428366,4.93754,,,,,1000.0,0.7063830357247437,2.1798980482465593e+22,7.424100671387055e+44,5.3217963337090845e-50,5.321796333709084e-44,1.5965389001127252e-44,5.3217963337090845e-50
PSZ2 G253.48-33.72,81.4625852,-47.2623057,2.428906,9.35934,,,,,1000.0,0.7065401153574231,2.1803827959930076e+22,1.9375180110812072e+45,1.3879392381419531e-49,1.3879392381419533e-43,4.1638177144258595e-44,1.3879392381419531e-49
PSZ2 G254.08-58.45,46.0815612,-44.0305092,2.428894,6.38309,,,,,1000.0,0.7065366246989192,2.180372023820865e+22,1.0912502689815996e+45,7.817277088392595e-50,7.817277088392595e-44,2.3451831265177785e-44,7.817277088392595e-50
PSZ2 G254.46-14.44,108.4385414,-43.2224705,2.428846,7.11748,,,,,1000.0,0.7065226620649032,2.1803289351322916e+22,1.2848939821188366e+45,9.205008318980064e-50,9.205008318980065e-44,2.761502495694019e-44,9.205008318980064e-50
PSZ2 G254.51-27.32,90.9944358,-47.2303422,3.84033,7.37069,,,,,1000.0,1.1171067143852305,3.4473913205928214e+22,1.3540669270316392e+45,2.4540947381461075e-50,2.4540947381461075e-44,7.362284214438322e-45,2.4540947381461075e-50
PSZ2 G254.52+08.27,132.885961,-31.2661579,2.428672,5.21022,,,,,1000.0,0.7064720475165954,2.1801727386362134e+22,8.047518881991765e+44,5.766499187380616e-50,5.766499187380616e-44,1.7299497562141848e-44,5.766499187380616e-50
PSZ2 G254.64-45.20,64.3986839,-47.7894007,2.428878,5.20146,,,,,1000.0,0.7065319704875805,2.1803576609246737e+22,8.027231842607127e+44,5.750498988061059e-50,5.750498988061059e-44,1.7251496964183175e-44,5.750498988061059e-50
PSZ2 G254.66-34.45,80.4915766,-48.2847583,2.428796,4.64048,,,,,1000.0,0.70650811765447,2.1802840510816944e+22,6.76429079854469e+44,4.846251866999387e-50,4.846251866999388e-44,1.4538755600998162e-44,4.846251866999387e-50
PSZ2 G254.73-30.52,86.351481,-47.9540997,2.42788,4.90481,,,,,1000.0,0.7062416640553322,2.179461775274755e+22,7.350403744120355e+44,5.272133156185603e-50,5.272133156185604e-44,1.5816399468556812e-44,5.272133156185604e-50
PSZ2 G254.90+33.92,153.4140239,-13.8473636,2.428885,4.81828,,,,,1000.0,0.7065340067050412,2.1803639446917574e+22,7.156751918090634e+44,5.12686560546522e-50,5.12686560546522e-44,1.5380596816395659e-44,5.12686560546522e-50
PSZ2 G254.92+82.31,186.6814344,21.8190797,2.428628,4.56502,,,,,1000.0,0.7064592484354141,2.180133240671688e+22,6.59996965478107e+44,4.729505926210849e-50,4.729505926210849e-44,1.4188517778632548e-44,4.729505926210849e-50
PSZ2 G254.96+55.88,168.220788,2.5104321,2.428397,5.62905,,,,,1000.0,0.7063920532592123,2.1799258763579292e+22,9.037130866343543e+44,6.477811956382422e-50,6.477811956382422e-44,1.9433435869147267e-44,6.477811956382422e-50
PSZ2 G255.07+54.84,167.5878086,1.6616445,2.42853,4.76114,,,,,1000.0,0.7064307413909647,2.1800452679325173e+22,7.0298221832632285e+44,5.038146015801393e-50,5.038146015801393e-44,1.5114438047404177e-44,5.038146015801392e-50
PSZ2 G255.32-56.27,48.6140424,-45.4307509,2.428301,4.64747,,,,,1000.0,0.7063641279911803,2.1798396989807826e+22,6.779580227772651e+44,4.860176898561646e-50,4.860176898561646e-44,1.4580530695684937e-44,4.860176898561646e-50
PSZ2 G255.51+49.96,164.5697088,-2.1905538,2.428843,4.81896,,,,,1000.0,0.7065217894002772,2.1803262420892556e+22,7.158267011548713e+44,5.128216994431201e-50,5.1282169944312e-44,1.5384650983293602e-44,5.128216994431201e-50
PSZ2 G255.52-35.66,78.7065591,-49.045797,2.428872,5.84428,,,,,1000.0,0.7065302251583285,2.180352274838602e+22,9.560364138680548e+44,6.848845630611064e-50,6.848845630611064e-44,2.054653689183319e-44,6.848845630611064e-50
PSZ2 G255.60-46.18,62.8058863,-48.3042798,2.428564,8.86676,,,,,1000.0,0.7064406315900594,2.1800757890869237e+22,1.786591823204493e+45,1.2803641683663795e-49,1.2803641683663795e-43,3.8410925050991385e-44,1.2803641683663795e-49
PSZ2 G255.64-25.30,94.2168788,-47.8073885,2.428635,6.66757,,,,,1000.0,0.7064612846528746,2.180139524438771e+22,1.1650090194789199e+45,8.34832538136105e-50,8.348325381361051e-44,2.504497614408315e-44,8.34832538136105e-50
PSZ2 G256.24+34.83,154.8868573,-13.9283931,2.428345,6.97663,,,,,1000.0,0.7063769270723617,2.179879196945308e+22,1.2469425607805798e+45,8.938653723279869e-50,8.938653723279869e-44,2.6815961169839605e-44,8.938653723279869e-50
PSZ2 G256.38+44.04,161.1365747,-7.0599523,2.428857,5.64979,,,,,1000.0,0.7065258618351984,2.180338809623422e+22,9.087122241323903e+44,6.509945607513834e-50,6.509945607513834e-44,1.95298368225415e-44,6.509945607513834e-50
PSZ2 G256.53-65.70,36.4681674,-41.9390631,2.428875,11.00905,,,,,1000.0,0.7065310978229545,2.1803549678816377e+22,2.4717393873157403e+45,1.7706960247461976e-49,1.7706960247461978e-43,5.312088074238593e-44,1.7706960247461976e-49
PSZ2 G256.67+42.05,159.992532,-8.7127266,2.428831,5.08247,,,,,1000.0,0.7065182987417732,2.180315469917112e+22,7.75336353949018e+44,5.554629345387008e-50,5.554629345387009e-44,1.6663888036161025e-44,5.554629345387008e-50
PSZ2 G257.09+55.61,168.9492976,1.4961155,2.427521,7.76743,,,,,1000.0,0.7061372351884212,2.179139507791468e+22,1.4648526262223355e+45,1.0511429352051777e-49,1.0511429352051777e-43,3.153428805615533e-44,1.0511429352051777e-49
PSZ2 G257.32-22.19,99.3342015,-48.4932385,2.42873,9.81809,,,,,1000.0,0.706488919032698,2.180224804134906e+22,2.0817013562773993e+45,1.4915490564854879e-49,1.491549056485488e-43,4.4746471694564634e-44,1.4915490564854879e-49
PSZ2 G257.51+57.54,170.3627369,2.8421513,2.42891,5.31298,,,,,1000.0,0.7065412789102579,2.1803863867170558e+22,8.286768060575242e+44,5.936189320458956e-50,5.936189320458957e-44,1.780856796137687e-44,5.936189320458956e-50
PSZ2 G257.72+17.85,143.4454126,-27.2004863,2.427699,5.78756,,,,,1000.0,0.7061890132895636,2.1792992950115935e+22,9.421524276196506e+44,6.759171745819368e-50,6.759171745819369e-44,2.0277515237458106e-44,6.759171745819368e-50
PSZ2 G258.33-38.54,74.1536435,-51.2433277,2.427879,4.99348,,,,,1000.0,0.7062413731671234,2.179460877593743e+22,7.550624693456379e+44,5.415749851378683e-50,5.415749851378684e-44,1.624724955413605e-44,5.415749851378683e-50
PSZ2 G259.22-19.10,104.6315496,-49.2091806,2.428736,5.15631,,,,,1000.0,0.70649066436195,2.1802301902209776e+22,7.922941350811174e+44,5.676783597564143e-50,5.676783597564144e-44,1.703035079269243e-44,5.676783597564143e-50
PSZ2 G259.30+84.41,188.7037748,23.04729,3.840446,5.42445,,,,,1000.0,1.1171404574174357,3.4474954515902066e+22,8.548924419629561e+44,1.5492564653709362e-50,1.5492564653709363e-44,4.6477693961128086e-45,1.5492564653709362e-50
PSZ2 G259.58-51.07,54.5479808,-49.5764699,2.427964,4.65228,,,,,1000.0,0.70626609866486,2.179537180479758e+22,6.79010796124622e+44,4.869751262142447e-50,4.869751262142448e-44,1.4609253786427344e-44,4.869751262142447e-50
PSZ2 G259.98-18.44,105.9714861,-49.6654884,2.42862,6.28042,,,,,1000.0,0.7064569213297448,2.1801260592235924e+22,1.065027799147731e+45,7.632012461036297e-50,7.632012461036298e-44,2.2896037383108894e-44,7.632012461036297e-50
PSZ2 G259.98-63.43,38.0779564,-44.369763,2.42795,12.15875,,,,,1000.0,0.7062620262299387,2.179524612945591e+22,2.868872881078064e+45,2.057542985680098e-49,2.0575429856800983e-43,6.172628957040295e-44,2.057542985680098e-49
PSZ2 G260.52-54.50,49.4339268,-48.8185704,2.428835,5.13016,,,,,1000.0,0.7065194622946078,2.1803190606411598e+22,7.862746556985888e+44,5.632965197360399e-50,5.632965197360399e-44,1.6898895592081196e-44,5.632965197360399e-50
PSZ2 G260.85-62.19,39.2623877,-45.3581332,2.428875,5.96472,,,,,1000.0,0.7065310978229545,2.1803549678816377e+22,9.857414167544535e+44,7.061619914429239e-50,7.06161991442924e-44,2.1184859743287718e-44,7.061619914429239e-50
PSZ2 G261.28-36.47,77.3198032,-53.7006403,2.428857,4.75409,,,,,1000.0,0.7065258618351984,2.180338809623422e+22,7.014213979525526e+44,5.02492981535173e-50,5.02492981535173e-44,1.507478944605519e-44,5.02492981535173e-50
PSZ2 G261.67-10.97,117.3343113,-48.0421091,2.428494,5.88441,,,,,1000.0,0.7064202694154529,2.1800129514160876e+22,9.659002960177923e+44,6.922740036070098e-50,6.922740036070099e-44,2.0768220108210296e-44,6.922740036070098e-50
PSZ2 G261.88+62.85,175.3459732,5.7246827,2.428692,4.69586,,,,,1000.0,0.7064778652807686,2.180190692256452e+22,6.885740042981659e+44,4.933897517289984e-50,4.933897517289985e-44,1.4801692551869955e-44,4.933897517289984e-50
PSZ2 G262.01-32.98,83.2732109,-54.3245369,2.428742,4.62306,,,,,1000.0,0.7064924096912021,2.1802355763070496e+22,6.726237636512511e+44,4.819310255098027e-50,4.819310255098028e-44,1.4457930765294083e-44,4.819310255098027e-50
PSZ2 G262.27-35.38,79.1550232,-54.5287569,2.428417,19.99228,,,,,1000.0,0.7063978710233856,2.179943829978168e+22,6.048830297082152e+45,4.3356921230098746e-49,4.3356921230098744e-43,1.3007076369029624e-43,4.3356921230098746e-49
PSZ2 G262.36-25.15,96.5800417,-53.689022,3.839605,13.75561,,,,,1000.0,1.1168958204339479,3.446740501859163e+22,3.452213870464045e+45,6.260296114470655e-50,6.260296114470655e-44,1.8780888343411966e-44,6.260296114470655e-50
PSZ2 G262.73-40.92,69.5888165,-54.3135362,2.428572,12.00067,,,,,1000.0,0.7064429586957287,2.1800829705350187e+22,2.813106356775784e+45,2.0159976890637593e-49,2.0159976890637595e-43,6.047993067191278e-44,2.0159976890637593e-49
PSZ2 G262.83+25.77,153.2673752,-24.4900899,2.428909,5.40745,,,,,1000.0,0.7065409880220491,2.1803854890360436e+22,8.508767964217815e+44,6.09522548910145e-50,6.09522548910145e-44,1.828567646730435e-44,6.09522548910145e-50
PSZ2 G262.95+45.74,165.8686689,-8.5651713,2.428887,4.73366,,,,,1000.0,0.7065345884814586,2.1803657400537812e+22,6.969048765544947e+44,4.992388805252724e-50,4.992388805252724e-44,1.4977166415758172e-44,4.992388805252724e-50
PSZ2 G263.03-56.19,46.0852441,-49.3556999,2.428872,4.659,,,,,1000.0,0.7065302251583285,2.180352274838602e+22,6.804825260815991e+44,4.8748350040402855e-50,4.874835004040285e-44,1.4624505012120855e-44,4.8748350040402855e-50
PSZ2 G263.14-23.41,99.7245194,-53.9814015,2.428724,12.7595,,,,,1000.0,0.7064871737034459,2.180219418048834e+22,3.084099608833627e+45,2.209788613764301e-49,2.209788613764301e-43,6.629365841292904e-44,2.209788613764301e-49
PSZ2 G263.19-25.19,96.8038794,-54.4497624,2.428883,15.66968,,,,,1000.0,0.7065334249286238,2.180362149329733e+22,4.197281559216573e+45,3.0068041852292308e-49,3.006804185229231e-43,9.020412555687692e-44,3.0068041852292304e-49
PSZ2 G263.24-33.18,82.9480952,-55.3521695,2.42888,5.50817,,,,,1000.0,0.7065325522639978,2.180359456286697e+22,8.747599985245394e+44,6.266536408460037e-50,6.266536408460037e-44,1.8799609225380112e-44,6.266536408460037e-50
PSZ2 G263.65+27.87,155.3216307,-23.3148778,2.428503,5.187,,,,,1000.0,0.7064228874093309,2.180021030545195e+22,7.993781696662368e+44,5.729189396268689e-50,5.729189396268689e-44,1.7187568188806066e-44,5.729189396268689e-50
PSZ2 G263.68-22.55,101.3540826,-54.2292782,2.428863,21.02833,,,,,1000.0,0.7065276071644505,2.180344195709494e+22,6.525068686126314e+45,4.6744751866115056e-49,4.6744751866115056e-43,1.4023425559834516e-43,4.6744751866115056e-49
PSZ2 G264.40+19.49,150.0190204,-30.2747019,2.42885,7.69211,,,,,1000.0,0.706523825617738,2.1803325258563393e+22,1.443597566060356e+45,1.0341913136365751e-49,1.0341913136365752e-43,3.1025739409097255e-44,1.0341913136365753e-49
PSZ2 G264.60-51.07,52.7166274,-52.4977817,2.428612,10.11565,,,,,1000.0,0.7064545942240754,2.180118877775497e+22,2.1770510023689047e+45,1.5600949184190312e-49,1.5600949184190313e-43,4.680284755257094e-44,1.5600949184190314e-49
PSZ2 G264.83+35.84,161.2343353,-17.5011361,2.428854,5.75353,,,,,1000.0,0.7065249891705725,2.1803361165803866e+22,9.338550782155403e+44,6.690091901245293e-50,6.690091901245294e-44,2.0070275703735882e-44,6.690091901245293e-50
PSZ2 G265.02-48.96,55.6755763,-53.6027898,2.428909,19.75885,,,,,1000.0,0.7065409880220491,2.1803854890360436e+22,5.943200861661204e+45,4.257390674088871e-49,4.257390674088871e-43,1.2772172022266614e-43,4.257390674088871e-49
PSZ2 G265.10-59.50,40.9205236,-48.5715034,3.839288,6.65512,,,,,1000.0,1.1168036088718007,3.446455936978377e+22,1.1617475038044224e+45,2.1072521329306685e-50,2.1072521329306686e-44,6.321756398792005e-45,2.1072521329306682e-50
PSZ2 G265.21-24.83,98.0711681,-56.1474245,3.84043,7.29305,,,,,1000.0,1.1171358032060972,3.447481088694016e+22,1.3327285409663119e+45,2.415232623161385e-50,2.415232623161385e-44,7.245697869484156e-45,2.415232623161385e-50
PSZ2 G265.35+08.06,141.4941508,-39.3761435,2.427699,5.12015,,,,,1000.0,0.7061890132895636,2.1792992950115935e+22,7.839745026550188e+44,5.624374732203972e-50,5.624374732203972e-44,1.6873124196611914e-44,5.624374732203972e-50
PSZ2 G265.49-30.50,87.8995067,-57.1637964,2.428795,4.90655,,,,,1000.0,0.7065078267662612,2.1802831534006823e+22,7.354315466515294e+44,5.268979431027213e-50,5.268979431027213e-44,1.5806938293081637e-44,5.268979431027213e-50
PSZ2 G265.60-46.87,58.744926,-54.7524756,2.427487,4.85596,,,,,1000.0,0.7061273449893266,2.179108986637062e+22,7.240866873944532e+44,5.196089859248646e-50,5.196089859248646e-44,1.558826957774594e-44,5.196089859248646e-50
PSZ2 G265.86-19.93,106.7537438,-55.3942089,2.428869,5.77096,,,,,1000.0,0.7065293524937025,2.180349581795566e+22,9.381018837682375e+44,6.720391296405408e-50,6.720391296405409e-44,2.0161173889216227e-44,6.720391296405408e-50
PSZ2 G266.04-21.25,104.6318794,-55.9617229,2.428589,28.3826,,,,,1000.0,0.7064479037952761,2.180098231112222e+22,1.0231897406455268e+46,7.33248080205793e-49,7.33248080205793e-43,2.199744240617379e-43,7.33248080205793e-49
PSZ2 G266.50-25.31,97.6560044,-57.3855151,2.42811,5.01812,,,,,1000.0,0.7063085683433253,2.179668241907502e+22,7.606580674169187e+44,5.454327754499614e-50,5.454327754499614e-44,1.636298326349884e-44,5.454327754499614e-50
PSZ2 G266.54-27.31,93.9844437,-57.7640301,2.428742,7.76146,,,,,1000.0,0.7064924096912021,2.1802355763070496e+22,1.463164135384582e+45,1.0483486168066253e-49,1.0483486168066254e-43,3.145045850419876e-44,1.0483486168066253e-49
PSZ2 G266.83+25.08,155.9659974,-27.2487293,2.427865,10.92614,,,,,1000.0,0.7062373007322021,2.179448310059576e+22,2.4438697363317728e+45,1.752916700397217e-49,1.7529167003972172e-43,5.258750101191652e-44,1.7529167003972175e-49
PSZ2 G267.30-46.19,59.1299068,-56.0792555,2.428366,5.06818,,,,,1000.0,0.7063830357247437,2.1798980482465593e+22,7.720687208036256e+44,5.534397591858822e-50,5.534397591858822e-44,1.6603192775576467e-44,5.534397591858822e-50
PSZ2 G267.55+09.14,144.5156939,-40.0881511,2.428692,5.43664,,,,,1000.0,0.7064778652807686,2.180190692256452e+22,8.577757733671249e+44,6.146293255611983e-50,6.146293255611983e-44,1.843887976683595e-44,6.146293255611983e-50
PSZ2 G268.07+09.39,145.2400595,-40.2458812,2.428835,4.72959,,,,,1000.0,0.7065194622946078,2.1803190606411598e+22,6.960062717511758e+44,4.986271753138963e-50,4.986271753138964e-44,1.495881525941689e-44,4.986271753138963e-50
PSZ2 G268.30+28.89,159.5956033,-24.8823843,2.428892,4.91823,,,,,1000.0,0.7065360429225017,2.1803702284588402e+22,7.380591415345388e+44,5.287171269015201e-50,5.287171269015201e-44,1.5861513807045603e-44,5.287171269015201e-50
PSZ2 G268.34-43.64,63.0370295,-57.6623632,2.42862,4.59516,,,,,1000.0,0.7064569213297448,2.1801260592235924e+22,6.6654406931773e+44,4.776469353131998e-50,4.776469353131998e-44,1.4329408059395994e-44,4.776469353131998e-50
PSZ2 G269.02+22.27,155.9760029,-30.6877952,2.428657,4.6912,,,,,1000.0,0.7064676841934654,2.1801592734210343e+22,6.8754928507776966e+44,4.926768006661327e-50,4.926768006661328e-44,1.4780304019983985e-44,4.926768006661327e-50
PSZ2 G269.03+44.22,168.7131795,-12.2181058,2.428909,5.71708,,,,,1000.0,0.7065409880220491,2.1803854890360436e+22,9.249948526160833e+44,6.626167532906133e-50,6.626167532906133e-44,1.98785025987184e-44,6.626167532906133e-50
PSZ2 G269.31-49.87,52.1758904,-55.7203271,2.428699,10.46915,,,,,1000.0,0.7064799014982294,2.180196976023536e+22,2.2921606117816847e+45,1.6424070171785852e-49,1.6424070171785853e-43,4.927221051535756e-44,1.6424070171785854e-49
PSZ2 G269.36-47.20,56.5668018,-56.8681571,2.427537,4.88265,,,,,1000.0,0.7061418893997597,2.1791538706876585e+22,7.300646211489495e+44,5.238664157633552e-50,5.238664157633552e-44,1.5715992472900656e-44,5.238664157633552e-50
PSZ2 G269.82-64.35,33.2722907,-47.1997749,2.428912,4.87671,,,,,1000.0,0.7065418606866751,2.1803881820790796e+22,7.287327835213457e+44,5.220231879770527e-50,5.220231879770527e-44,1.566069563931158e-44,5.220231879770527e-50
PSZ2 G270.07-20.02,109.0292653,-59.1583692,2.42889,5.42398,,,,,1000.0,0.7065354611460846,2.1803684330968172e+22,8.547813364838349e+44,6.1233392194174e-50,6.1233392194174e-44,1.83700176582522e-44,6.1233392194174e-50
PSZ2 G270.37+69.42,181.8074153,9.3968777,2.428679,4.77902,,,,,1000.0,0.706474083734056,2.1801790224032967e+22,7.069459062474293e+44,5.065620602714183e-50,5.0656206027141835e-44,1.519686180814255e-44,5.065620602714183e-50
PSZ2 G270.63-35.67,77.4615438,-61.3018612,2.428786,6.51339,,,,,1000.0,0.7065052087723832,2.1802750742715748e+22,1.1248342623933475e+45,8.05893424690576e-50,8.058934246905761e-44,2.417680274071728e-44,8.05893424690576e-50
PSZ2 G270.88+37.23,166.3303911,-18.9195339,2.428912,5.00467,,,,,1000.0,0.7065418606866751,2.1803881820790796e+22,7.576019450430176e+44,5.4270343191907135e-50,5.427034319190713e-44,1.628110295757214e-44,5.4270343191907135e-50
PSZ2 G270.93-58.78,38.9723399,-51.3674813,2.428678,8.78837,,,,,1000.0,0.7064737928458473,2.180178124722285e+22,1.7629516888370715e+45,1.2632445210996226e-49,1.2632445210996226e-43,3.7897335632988677e-44,1.2632445210996226e-49
PSZ2 G270.95-31.78,85.538731,-61.8622089,2.42886,4.74734,,,,,1000.0,0.7065267344998244,2.180341502666458e+22,6.9992807952829855e+44,5.0142132152437755e-50,5.014213215243775e-44,1.5042639645731326e-44,5.0142132152437755e-50
PSZ2 G271.04-12.16,123.1561485,-56.5993023,2.42853,5.27638,,,,,1000.0,0.7064307413909647,2.1800452679325173e+22,8.201287000599196e+44,5.877713596353339e-50,5.877713596353339e-44,1.7633140789060017e-44,5.877713596353339e-50
PSZ2 G271.18-30.95,87.3140008,-62.0738049,2.428671,11.70676,,,,,1000.0,0.7064717566283868,2.1801718409552017e+22,2.7103974768694003e+45,1.942154393582403e-49,1.9421543935824032e-43,5.826463180747209e-44,1.942154393582403e-49
PSZ2 G271.28-36.11,76.3912038,-61.7369221,2.42877,4.75816,,,,,1000.0,0.7065005545610447,2.180260711375384e+22,7.023223262063602e+44,5.031924698141794e-50,5.031924698141794e-44,1.509577409442538e-44,5.031924698141794e-50
